year;month;day;order;country;session ID;page 1 (main category);page 2 (clothing model);colour;location;model photography;price;price 2;page
2008;4;28;4;29;6373;2;B15;9;5;1;38;2;1
2008;4;28;5;29;6373;2;B12;2;4;1;38;2;1
2008;4;28;6;29;6373;2;B4;10;2;1;52;1;1
2008;4;28;7;29;6373;1;A29;2;4;1;60;1;2
2008;4;28;8;29;6373;1;A33;1;5;1;38;2;2
2008;4;28;9;29;6373;1;A27;3;3;1;55;1;2
2008;4;28;1;29;6374;2;B1;4;1;1;57;1;1
2008;4;28;2;29;6374;1;A4;3;2;2;38;2;1
2008;4;28;3;29;6374;1;A41;4;2;1;43;2;3
2008;4;28;1;29;6375;4;P43;7;3;2;38;1;3
2008;4;28;2;29;6375;4;P77;7;2;1;43;1;5
2008;4;28;1;29;6376;1;A15;14;5;2;33;2;1
2008;4;28;2;29;6376;2;B24;11;2;1;57;1;2
2008;4;28;1;29;6377;2;B6;2;2;1;52;1;1
2008;4;28;2;29;6377;2;B6;2;2;1;52;1;1
2008;4;28;1;29;6378;1;A4;3;2;2;38;2;1
2008;4;28;2;29;6378;4;P11;4;4;2;38;1;1
2008;4;28;3;29;6378;4;P15;4;5;2;38;1;1
2008;4;28;4;29;6378;4;P6;2;2;1;43;1;1
2008;4;28;5;29;6378;4;P23;6;2;2;28;2;2
2008;4;28;6;29;6378;4;P19;2;1;1;48;1;2
2008;4;28;7;29;6378;1;A16;1;6;1;33;2;1
2008;4;28;8;29;6378;1;A31;6;5;2;62;1;2
2008;4;28;9;29;6378;1;A41;4;2;1;43;2;3
2008;4;28;1;29;6379;2;B26;13;3;1;57;1;2
2008;4;28;2;29;6379;2;B31;9;5;1;57;1;2
2008;4;28;3;29;6379;2;B31;9;5;1;57;1;2
2008;4;28;4;29;6379;2;B26;13;3;1;57;1;2
2008;4;28;5;29;6379;1;A25;1;3;1;38;2;2
2008;4;28;6;29;6379;2;B26;13;3;1;57;1;2
2008;4;28;7;29;6379;2;B31;9;5;1;57;1;2
2008;4;28;8;29;6379;4;P1;3;1;1;38;1;1
2008;4;28;9;29;6379;3;C14;9;5;1;23;2;1
2008;4;28;1;29;6380;2;B4;10;2;1;52;1;1
2008;4;28;2;29;6380;2;B30;9;4;1;57;1;2
2008;4;28;3;29;6380;2;B19;13;1;1;38;2;2
2008;4;28;1;29;6381;1;A21;1;1;1;62;1;2
2008;4;28;2;29;6381;2;B23;7;2;1;38;2;2
2008;4;28;3;29;6381;4;P16;7;6;1;33;2;1
2008;4;28;1;29;6382;1;A4;3;2;2;38;2;1
2008;4;28;2;29;6382;1;A14;3;5;1;60;1;1
2008;4;28;3;29;6382;1;A12;2;4;1;38;2;1
2008;4;28;4;29;6382;1;A19;12;1;2;33;2;2
2008;4;28;5;29;6382;1;A20;2;1;2;38;2;2
2008;4;28;6;29;6382;1;A32;2;5;1;38;2;2
2008;4;28;7;29;6382;3;C14;9;5;1;23;2;1
2008;4;28;8;29;6382;3;C10;9;4;2;28;2;1
2008;4;28;9;29;6382;2;B1;4;1;1;57;1;1
2008;4;28;10;29;6382;2;B11;2;4;1;43;2;1
2008;4;28;11;29;6382;2;B10;2;4;1;67;1;1
2008;4;28;12;29;6382;2;B15;9;5;1;38;2;1
2008;4;28;13;29;6382;2;B14;2;5;1;62;1;1
2008;4;28;14;29;6382;2;B21;12;1;1;67;1;2
2008;4;28;15;29;6382;2;B31;9;5;1;57;1;2
2008;4;28;16;29;6382;2;B30;9;4;1;57;1;2
2008;4;28;17;29;6382;2;B32;6;5;1;38;2;2
2008;4;28;18;29;6382;2;B26;13;3;1;57;1;2
2008;4;28;19;29;6382;2;B28;9;4;1;38;2;2
2008;4;28;20;29;6382;4;P1;3;1;1;38;1;1
2008;4;28;21;29;6382;4;P3;2;1;1;48;1;1
2008;4;28;22;29;6382;4;P11;4;4;2;38;1;1
2008;4;28;23;29;6382;4;P11;4;4;2;38;1;1
2008;4;28;24;29;6382;4;P13;4;5;1;38;1;1
2008;4;28;25;29;6382;4;P17;2;6;2;38;1;1
2008;4;28;26;29;6382;4;P72;14;6;1;33;2;4
2008;4;28;27;29;6382;4;P71;2;6;2;33;2;4
2008;4;28;28;29;6382;4;P75;7;1;1;33;2;5
2008;4;28;1;29;6383;1;A10;3;4;1;38;2;1
2008;4;28;2;29;6383;1;A11;3;4;1;62;1;1
2008;4;28;3;29;6383;1;A4;3;2;2;38;2;1
2008;4;28;4;29;6383;1;A13;1;5;1;28;2;1
2008;4;28;5;29;6383;1;A18;4;6;1;38;2;1
2008;4;28;6;29;6383;1;A9;3;3;1;82;1;1
2008;4;28;7;29;6383;1;A8;3;3;1;62;1;1
2008;4;28;8;29;6383;1;A7;3;3;1;43;2;1
2008;4;28;9;29;6383;1;A20;2;1;2;38;2;2
2008;4;28;10;29;6383;1;A26;2;3;1;38;2;2
2008;4;28;11;29;6383;1;A29;2;4;1;60;1;2
2008;4;28;12;29;6383;4;P6;2;2;1;43;1;1
2008;4;28;13;29;6383;4;P7;4;3;2;28;2;1
2008;4;28;14;29;6383;4;P4;4;2;1;38;1;1
2008;4;28;15;29;6383;4;P25;2;3;2;43;1;2
2008;4;28;16;29;6383;4;P24;6;2;1;43;1;2
2008;4;28;17;29;6383;4;P37;2;1;1;43;1;3
2008;4;28;18;29;6383;4;P41;9;2;2;43;1;3
2008;4;28;19;29;6383;1;A7;3;3;1;43;2;1
2008;4;28;20;29;6383;4;P57;4;1;1;43;1;4
2008;4;28;21;29;6383;4;P63;14;3;2;28;2;4
2008;4;28;22;29;6383;4;P70;6;6;2;38;1;4
2008;4;28;23;29;6383;4;P65;9;4;2;43;1;4
2008;4;28;24;29;6383;4;P82;6;4;2;48;1;5
2008;4;28;25;29;6383;3;C15;6;5;1;33;2;1
2008;4;28;26;29;6383;3;C25;2;3;1;33;2;2
2008;4;28;27;29;6383;3;C29;6;4;2;52;1;2
2008;4;28;28;29;6383;3;C19;12;1;1;48;1;2
2008;4;28;29;29;6383;3;C46;2;4;1;48;1;3
2008;4;28;30;29;6383;3;C40;14;2;2;28;2;3
2008;4;28;31;29;6383;3;C50;9;5;2;20;2;3
2008;4;28;32;29;6383;3;C51;6;5;1;20;2;3
2008;4;28;33;29;6383;3;C53;14;6;1;38;2;3
2008;4;28;34;29;6383;2;B8;4;3;2;52;1;1
2008;4;28;35;29;6383;2;B4;10;2;1;52;1;1
2008;4;28;36;29;6383;2;B31;9;5;1;57;1;2
2008;4;28;1;29;6384;1;A1;8;1;1;28;2;1
2008;4;28;2;29;6384;1;A2;3;1;1;43;2;1
2008;4;28;3;29;6384;1;A3;3;1;1;72;1;1
2008;4;28;4;29;6384;1;A5;3;2;1;43;2;1
2008;4;28;5;29;6384;1;A6;3;2;1;43;2;1
2008;4;28;6;29;6384;1;A7;3;3;1;43;2;1
2008;4;28;7;29;6384;1;A8;3;3;1;62;1;1
2008;4;28;8;29;6384;1;A13;1;5;1;28;2;1
2008;4;28;9;29;6384;1;A14;3;5;1;60;1;1
2008;4;28;10;29;6384;1;A17;2;6;1;62;1;1
2008;4;28;11;29;6384;2;B5;14;2;2;52;1;1
2008;4;28;12;29;6384;4;P2;3;1;1;28;2;1
2008;4;28;13;29;6384;4;P2;3;1;1;28;2;1
2008;4;28;14;29;6384;4;P17;2;6;2;38;1;1
2008;4;28;1;29;6385;1;A9;3;3;1;82;1;1
2008;4;28;2;29;6385;1;A12;2;4;1;38;2;1
2008;4;28;3;29;6385;1;A18;4;6;1;38;2;1
2008;4;28;4;29;6385;1;A17;2;6;1;62;1;1
2008;4;28;5;29;6385;1;A2;3;1;1;43;2;1
2008;4;28;6;29;6385;1;A3;3;1;1;72;1;1
2008;4;28;7;29;6385;1;A4;3;2;2;38;2;1
2008;4;28;8;29;6385;1;A5;3;2;1;43;2;1
2008;4;28;9;29;6385;1;A6;3;2;1;43;2;1
2008;4;28;10;29;6385;1;A7;3;3;1;43;2;1
2008;4;28;11;29;6385;1;A7;3;3;1;43;2;1
2008;4;28;12;29;6385;1;A8;3;3;1;62;1;1
2008;4;28;13;29;6385;1;A9;3;3;1;82;1;1
2008;4;28;14;29;6385;1;A10;3;4;1;38;2;1
2008;4;28;15;29;6385;1;A11;3;4;1;62;1;1
2008;4;28;16;29;6385;1;A12;2;4;1;38;2;1
2008;4;28;17;29;6385;1;A22;4;2;1;62;1;2
2008;4;28;18;29;6385;1;A26;2;3;1;38;2;2
2008;4;28;19;29;6385;1;A29;2;4;1;60;1;2
2008;4;28;20;29;6385;1;A31;6;5;2;62;1;2
2008;4;28;21;29;6385;1;A32;2;5;1;38;2;2
2008;4;28;22;29;6385;1;A33;1;5;1;38;2;2
2008;4;28;23;29;6385;1;A34;2;6;1;38;2;2
2008;4;28;24;29;6385;1;A36;1;6;1;33;2;2
2008;4;28;25;29;6385;1;A41;4;2;1;43;2;3
2008;4;28;26;29;6385;2;B1;4;1;1;57;1;1
2008;4;28;27;29;6385;2;B4;10;2;1;52;1;1
2008;4;28;28;29;6385;2;B8;4;3;2;52;1;1
2008;4;28;29;29;6385;3;C5;11;2;1;48;1;1
2008;4;28;30;29;6385;3;C40;14;2;2;28;2;3
2008;4;28;31;29;6385;3;C45;11;3;1;55;1;3
2008;4;28;32;29;6385;3;C47;13;4;2;18;2;3
2008;4;28;33;29;6385;3;C49;4;5;2;26;2;3
2008;4;28;34;29;6385;3;C53;14;6;1;38;2;3
2008;4;28;35;29;6385;3;C55;13;1;1;48;1;4
2008;4;28;36;29;6385;3;C59;5;2;2;52;1;4
2008;4;28;1;29;6386;1;A13;1;5;1;28;2;1
2008;4;28;2;29;6386;1;A16;1;6;1;33;2;1
2008;4;28;3;29;6386;2;B4;10;2;1;52;1;1
2008;4;28;4;29;6386;4;P48;9;4;2;33;2;3
2008;4;28;5;29;6386;3;C23;3;2;1;43;1;2
2008;4;28;6;29;6386;3;C23;3;2;1;43;1;2
2008;4;28;7;29;6386;3;C33;14;5;1;48;1;2
2008;4;28;1;29;6387;3;C1;4;1;2;28;2;1
2008;4;28;2;29;6387;3;C13;9;5;1;48;1;1
2008;4;28;3;29;6387;3;C14;9;5;1;23;2;1
2008;4;28;4;29;6387;3;C15;6;5;1;33;2;1
2008;4;28;5;29;6387;3;C17;14;6;1;48;1;1
2008;4;28;6;29;6387;3;C5;11;2;1;48;1;1
2008;4;28;1;29;6388;4;P37;2;1;1;43;1;3
2008;4;28;2;29;6388;3;C8;2;3;2;48;1;1
2008;4;28;3;29;6388;3;C22;11;2;2;43;1;2
2008;4;28;4;29;6388;3;C24;12;2;1;33;2;2
2008;4;28;5;29;6388;3;C45;11;3;1;55;1;3
2008;4;28;6;29;6388;3;C49;4;5;2;26;2;3
2008;4;28;7;29;6388;2;B16;12;6;1;52;1;1
2008;4;28;8;29;6388;2;B26;13;3;1;57;1;2
2008;4;28;9;29;6388;1;A4;3;2;2;38;2;1
2008;4;28;1;24;6389;1;A8;3;3;1;62;1;1
2008;4;28;1;29;6390;2;B17;6;6;2;38;2;1
2008;4;28;2;29;6390;2;B3;12;1;1;52;1;1
2008;4;28;3;29;6390;2;B14;2;5;1;62;1;1
2008;4;28;4;29;6390;2;B26;13;3;1;57;1;2
2008;4;28;5;29;6390;2;B30;9;4;1;57;1;2
2008;4;28;6;29;6390;2;B31;9;5;1;57;1;2
2008;4;28;1;29;6391;1;A17;2;6;1;62;1;1
2008;4;28;2;29;6391;1;A10;3;4;1;38;2;1
2008;4;28;3;29;6391;4;P8;2;3;1;28;2;1
2008;4;28;1;9;6392;2;B5;14;2;2;52;1;1
2008;4;28;2;9;6392;2;B3;12;1;1;52;1;1
2008;4;28;3;9;6392;2;B10;2;4;1;67;1;1
2008;4;28;4;9;6392;3;C12;14;4;1;43;1;1
2008;4;28;5;9;6392;3;C13;9;5;1;48;1;1
2008;4;28;6;9;6392;3;C17;14;6;1;48;1;1
2008;4;28;7;9;6392;3;C14;9;5;1;23;2;1
2008;4;28;8;9;6392;3;C11;7;4;1;33;2;1
2008;4;28;9;9;6392;3;C7;13;3;1;48;1;1
2008;4;28;10;9;6392;3;C8;2;3;2;48;1;1
2008;4;28;1;44;6393;3;C50;9;5;2;20;2;3
2008;4;28;1;29;6394;4;P15;4;5;2;38;1;1
2008;4;28;1;29;6395;2;B15;9;5;1;38;2;1
2008;4;28;2;29;6395;2;B12;2;4;1;38;2;1
2008;4;28;3;29;6395;1;A31;6;5;2;62;1;2
2008;4;28;4;29;6395;1;A28;1;4;2;43;2;2
2008;4;28;5;29;6395;1;A41;4;2;1;43;2;3
2008;4;28;6;29;6395;4;P34;9;6;2;48;1;2
2008;4;28;7;29;6395;4;P70;6;6;2;38;1;4
2008;4;28;8;29;6395;4;P60;14;2;1;28;2;4
2008;4;28;1;29;6396;1;A6;3;2;1;43;2;1
2008;4;28;2;29;6396;3;C8;2;3;2;48;1;1
2008;4;28;3;29;6396;4;P15;4;5;2;38;1;1
2008;4;28;1;29;6397;4;P16;7;6;1;33;2;1
2008;4;28;2;29;6397;4;P1;3;1;1;38;1;1
2008;4;28;1;29;6398;4;P18;2;6;1;28;2;1
2008;4;28;2;29;6398;4;P3;2;1;1;48;1;1
2008;4;28;3;29;6398;4;P27;6;3;2;33;2;2
2008;4;28;4;29;6398;4;P12;4;4;1;33;2;1
2008;4;28;5;29;6398;4;P58;9;2;2;38;1;4
2008;4;28;6;29;6398;3;C24;12;2;1;33;2;2
2008;4;28;7;29;6398;3;C47;13;4;2;18;2;3
2008;4;28;8;29;6398;3;C37;2;1;1;43;1;3
2008;4;28;9;29;6398;3;C48;6;4;1;28;2;3
2008;4;28;10;29;6398;3;C56;6;1;2;57;1;4
2008;4;28;11;29;6398;4;P30;4;4;1;33;2;2
2008;4;28;12;29;6398;4;P38;9;1;1;33;2;3
2008;4;28;13;29;6398;4;P40;4;2;1;43;1;3
2008;4;28;14;29;6398;4;P39;14;1;1;43;1;3
2008;4;28;15;29;6398;3;C47;13;4;2;18;2;3
2008;4;28;16;29;6398;4;P10;4;4;2;65;1;1
2008;4;28;17;29;6398;4;P15;4;5;2;38;1;1
2008;4;28;18;29;6398;4;P39;14;1;1;43;1;3
2008;4;28;19;29;6398;3;C47;13;4;2;18;2;3
2008;4;28;20;29;6398;4;P39;14;1;1;43;1;3
2008;4;28;21;29;6398;4;P39;14;1;1;43;1;3
2008;4;28;22;29;6398;4;P37;2;1;1;43;1;3
2008;4;28;23;29;6398;4;P39;14;1;1;43;1;3
2008;4;28;24;29;6398;4;P39;14;1;1;43;1;3
2008;4;28;1;29;6399;2;B33;6;5;2;33;2;2
2008;4;28;2;29;6399;2;B12;2;4;1;38;2;1
2008;4;28;1;29;6400;3;C40;14;2;2;28;2;3
2008;4;28;2;29;6400;3;C40;14;2;2;28;2;3
2008;4;28;1;29;6401;4;P12;4;4;1;33;2;1
2008;4;28;2;29;6401;4;P17;2;6;2;38;1;1
2008;4;28;3;29;6401;4;P18;2;6;1;28;2;1
2008;4;28;4;29;6401;4;P21;4;1;1;33;2;2
2008;4;28;5;29;6401;4;P19;2;1;1;48;1;2
2008;4;28;6;29;6401;4;P4;4;2;1;38;1;1
2008;4;28;7;29;6401;4;P6;2;2;1;43;1;1
2008;4;28;8;29;6401;4;P13;4;5;1;38;1;1
2008;4;28;9;29;6401;1;A15;14;5;2;33;2;1
2008;4;28;10;29;6401;1;A13;1;5;1;28;2;1
2008;4;28;11;29;6401;1;A17;2;6;1;62;1;1
2008;4;28;12;29;6401;1;A17;2;6;1;62;1;1
2008;4;28;13;29;6401;1;A21;1;1;1;62;1;2
2008;4;28;14;29;6401;1;A33;1;5;1;38;2;2
2008;4;28;15;29;6401;1;A30;6;4;1;38;2;2
2008;4;28;16;29;6401;1;A31;6;5;2;62;1;2
2008;4;28;17;29;6401;1;A40;4;2;2;38;2;3
2008;4;28;1;29;6402;2;B8;4;3;2;52;1;1
2008;4;28;1;9;6403;2;B28;9;4;1;38;2;2
2008;4;28;2;9;6403;2;B34;2;6;1;48;2;2
2008;4;28;3;9;6403;2;B29;2;4;1;62;1;2
2008;4;28;4;9;6403;2;B31;9;5;1;57;1;2
2008;4;28;1;29;6404;2;B13;12;5;2;62;1;1
2008;4;28;2;29;6404;2;B10;2;4;1;67;1;1
2008;4;28;3;29;6404;2;B10;2;4;1;67;1;1
2008;4;28;1;29;6405;2;B23;7;2;1;38;2;2
2008;4;28;2;29;6405;1;A35;14;6;2;33;2;2
2008;4;28;1;29;6406;1;A17;2;6;1;62;1;1
2008;4;28;2;29;6406;4;P5;3;2;1;23;2;1
2008;4;28;3;29;6406;4;P13;4;5;1;38;1;1
2008;4;28;4;29;6406;4;P15;4;5;2;38;1;1
2008;4;28;5;29;6406;4;P5;3;2;1;23;2;1
2008;4;28;1;29;6407;1;A4;3;2;2;38;2;1
2008;4;28;2;29;6407;1;A13;1;5;1;28;2;1
2008;4;28;3;29;6407;1;A18;4;6;1;38;2;1
2008;4;28;4;29;6407;1;A11;3;4;1;62;1;1
2008;4;28;5;29;6407;1;A2;3;1;1;43;2;1
2008;4;28;6;29;6407;3;C14;9;5;1;23;2;1
2008;4;28;7;29;6407;3;C11;7;4;1;33;2;1
2008;4;28;8;29;6407;3;C45;11;3;1;55;1;3
2008;4;28;9;29;6407;3;C49;4;5;2;26;2;3
2008;4;28;10;29;6407;1;A26;2;3;1;38;2;2
2008;4;28;11;29;6407;1;A25;1;3;1;38;2;2
2008;4;28;12;29;6407;1;A28;1;4;2;43;2;2
2008;4;28;13;29;6407;2;B5;14;2;2;52;1;1
2008;4;28;14;29;6407;2;B4;10;2;1;52;1;1
2008;4;28;15;29;6407;2;B23;7;2;1;38;2;2
2008;4;28;16;29;6407;4;P1;3;1;1;38;1;1
2008;4;28;17;29;6407;4;P5;3;2;1;23;2;1
2008;4;28;18;29;6407;4;P8;2;3;1;28;2;1
2008;4;28;1;29;6408;2;B13;12;5;2;62;1;1
2008;4;28;1;29;6409;2;B1;4;1;1;57;1;1
2008;4;28;2;29;6409;2;B15;9;5;1;38;2;1
2008;4;28;3;29;6409;3;C5;11;2;1;48;1;1
2008;4;28;4;29;6409;1;A18;4;6;1;38;2;1
2008;4;28;5;29;6409;3;C5;11;2;1;48;1;1
2008;4;28;1;29;6410;1;A11;3;4;1;62;1;1
2008;4;28;2;29;6410;3;C42;7;2;1;28;2;3
2008;4;28;3;29;6410;1;A11;3;4;1;62;1;1
2008;4;28;1;29;6411;1;A9;3;3;1;82;1;1
2008;4;28;2;29;6411;1;A10;3;4;1;38;2;1
2008;4;28;1;29;6412;2;B31;9;5;1;57;1;2
2008;4;28;2;29;6412;2;B26;13;3;1;57;1;2
2008;4;28;1;29;6413;1;A4;3;2;2;38;2;1
2008;4;28;2;29;6413;1;A13;1;5;1;28;2;1
2008;4;28;3;29;6413;1;A31;6;5;2;62;1;2
2008;4;28;4;29;6413;1;A28;1;4;2;43;2;2
2008;4;28;5;29;6413;1;A21;1;1;1;62;1;2
2008;4;28;6;29;6413;1;A41;4;2;1;43;2;3
2008;4;28;7;29;6413;4;P16;7;6;1;33;2;1
2008;4;28;1;29;6414;2;B17;6;6;2;38;2;1
2008;4;28;2;29;6414;2;B17;6;6;2;38;2;1
2008;4;28;3;29;6414;2;B1;4;1;1;57;1;1
2008;4;28;4;29;6414;2;B26;13;3;1;57;1;2
2008;4;28;5;29;6414;2;B24;11;2;1;57;1;2
2008;4;28;6;29;6414;3;C2;12;1;1;43;1;1
2008;4;28;7;29;6414;4;P50;6;5;2;33;2;3
2008;4;28;8;29;6414;4;P60;14;2;1;28;2;4
2008;4;28;9;29;6414;4;P56;2;1;1;33;2;4
2008;4;28;10;29;6414;1;A6;3;2;1;43;2;1
2008;4;28;11;29;6414;3;C14;9;5;1;23;2;1
2008;4;28;12;29;6414;1;A18;4;6;1;38;2;1
2008;4;28;13;29;6414;1;A16;1;6;1;33;2;1
2008;4;28;14;29;6414;1;A21;1;1;1;62;1;2
2008;4;28;15;29;6414;1;A33;1;5;1;38;2;2
2008;4;28;16;29;6414;1;A41;4;2;1;43;2;3
2008;4;28;17;29;6414;1;A41;4;2;1;43;2;3
2008;4;28;18;29;6414;1;A21;1;1;1;62;1;2
2008;4;28;1;29;6415;2;B12;2;4;1;38;2;1
2008;4;28;2;29;6415;2;B13;12;5;2;62;1;1
2008;4;28;1;29;6416;2;B26;13;3;1;57;1;2
2008;4;28;1;29;6417;1;A15;14;5;2;33;2;1
2008;4;28;2;29;6417;1;A15;14;5;2;33;2;1
2008;4;28;1;29;6418;1;A10;3;4;1;38;2;1
2008;4;28;2;29;6418;1;A13;1;5;1;28;2;1
2008;4;28;3;29;6418;1;A13;1;5;1;28;2;1
2008;4;28;4;29;6418;1;A4;3;2;2;38;2;1
2008;4;28;5;29;6418;2;B25;6;3;1;38;2;2
2008;4;28;6;29;6418;2;B26;13;3;1;57;1;2
2008;4;28;7;29;6418;3;C15;6;5;1;33;2;1
2008;4;28;8;29;6418;3;C22;11;2;2;43;1;2
2008;4;28;9;29;6418;3;C31;12;5;1;33;2;2
2008;4;28;10;29;6418;3;C42;7;2;1;28;2;3
2008;4;28;11;29;6418;4;P9;4;3;2;23;2;1
2008;4;28;12;29;6418;4;P15;4;5;2;38;1;1
2008;4;28;13;29;6418;4;P26;4;3;1;43;1;2
2008;4;28;14;29;6418;4;P44;11;3;2;28;2;3
2008;4;28;15;29;6418;4;P80;7;3;1;28;2;5
2008;4;28;1;29;6419;2;B10;2;4;1;67;1;1
2008;4;28;1;29;6420;1;A1;8;1;1;28;2;1
2008;4;28;1;29;6421;2;B1;4;1;1;57;1;1
2008;4;28;2;29;6421;4;P6;2;2;1;43;1;1
2008;4;28;1;29;6422;2;B31;9;5;1;57;1;2
2008;4;28;2;29;6422;2;B28;9;4;1;38;2;2
2008;4;28;3;29;6422;2;B6;2;2;1;52;1;1
2008;4;28;4;29;6422;4;P80;7;3;1;28;2;5
2008;4;28;5;29;6422;1;A31;6;5;2;62;1;2
2008;4;28;1;29;6423;3;C1;4;1;2;28;2;1
2008;4;28;2;29;6423;3;C5;11;2;1;48;1;1
2008;4;28;3;29;6423;3;C13;9;5;1;48;1;1
2008;4;28;4;29;6423;3;C13;9;5;1;48;1;1
2008;4;28;1;29;6424;4;P1;3;1;1;38;1;1
2008;4;28;1;29;6425;3;C33;14;5;1;48;1;2
2008;4;28;2;29;6425;3;C51;6;5;1;20;2;3
2008;4;28;3;29;6425;4;P77;7;2;1;43;1;5
2008;4;28;4;29;6425;4;P82;6;4;2;48;1;5
2008;4;28;5;29;6425;2;B32;6;5;1;38;2;2
2008;4;28;6;29;6425;1;A27;3;3;1;55;1;2
2008;4;28;7;29;6425;1;A20;2;1;2;38;2;2
2008;4;28;1;29;6426;2;B10;2;4;1;67;1;1
2008;4;28;1;29;6427;1;A31;6;5;2;62;1;2
2008;4;28;2;29;6427;1;A33;1;5;1;38;2;2
2008;4;28;3;29;6427;1;A30;6;4;1;38;2;2
2008;4;28;4;29;6427;1;A28;1;4;2;43;2;2
2008;4;28;5;29;6427;1;A41;4;2;1;43;2;3
2008;4;28;6;29;6427;1;A41;4;2;1;43;2;3
2008;4;28;7;29;6427;1;A31;6;5;2;62;1;2
2008;4;28;8;29;6427;1;A21;1;1;1;62;1;2
2008;4;28;9;29;6427;1;A23;6;2;2;33;2;2
2008;4;28;10;29;6427;1;A16;1;6;1;33;2;1
2008;4;28;11;29;6427;3;C16;13;6;1;28;2;1
2008;4;28;12;29;6427;3;C5;11;2;1;48;1;1
2008;4;28;13;29;6427;3;C26;14;3;1;28;2;2
2008;4;28;14;29;6427;3;C33;14;5;1;48;1;2
2008;4;28;15;29;6427;3;C42;7;2;1;28;2;3
2008;4;28;16;29;6427;3;C36;14;6;1;43;1;2
2008;4;28;17;29;6427;4;P49;14;5;1;33;2;3
2008;4;28;18;29;6427;4;P57;4;1;1;43;1;4
2008;4;28;19;29;6427;4;P60;14;2;1;28;2;4
2008;4;28;20;29;6427;4;P39;14;1;1;43;1;3
2008;4;28;21;29;6427;4;P1;3;1;1;38;1;1
2008;4;28;1;29;6428;1;A17;2;6;1;62;1;1
2008;4;28;2;29;6428;1;A16;1;6;1;33;2;1
2008;4;28;3;29;6428;2;B4;10;2;1;52;1;1
2008;4;28;4;29;6428;2;B1;4;1;1;57;1;1
2008;4;28;5;29;6428;2;B6;2;2;1;52;1;1
2008;4;28;6;29;6428;2;B15;9;5;1;38;2;1
2008;4;28;7;29;6428;2;B29;2;4;1;62;1;2
2008;4;28;8;29;6428;4;P12;4;4;1;33;2;1
2008;4;28;9;29;6428;4;P8;2;3;1;28;2;1
2008;4;28;10;29;6428;4;P35;4;6;1;28;2;2
2008;4;28;11;29;6428;4;P25;2;3;2;43;1;2
2008;4;28;12;29;6428;4;P39;14;1;1;43;1;3
2008;4;28;13;29;6428;4;P44;11;3;2;28;2;3
2008;4;28;14;29;6428;4;P69;9;5;1;43;1;4
2008;4;28;15;29;6428;4;P30;4;4;1;33;2;2
2008;4;28;1;29;6429;3;C26;14;3;1;28;2;2
2008;4;28;2;29;6429;3;C41;13;2;1;28;2;3
2008;4;28;3;29;6429;3;C44;14;3;1;55;1;3
2008;4;28;4;29;6429;3;C55;13;1;1;48;1;4
2008;4;28;5;29;6429;3;C27;11;3;1;48;1;2
2008;4;28;6;29;6429;3;C21;14;1;1;57;1;2
2008;4;28;1;29;6430;2;B6;2;2;1;52;1;1
2008;4;28;1;9;6431;1;A4;3;2;2;38;2;1
2008;4;28;2;9;6431;1;A3;3;1;1;72;1;1
2008;4;28;3;9;6431;1;A9;3;3;1;82;1;1
2008;4;28;4;9;6431;1;A10;3;4;1;38;2;1
2008;4;28;5;9;6431;1;A2;3;1;1;43;2;1
2008;4;28;6;9;6431;1;A1;8;1;1;28;2;1
2008;4;28;7;9;6431;1;A2;3;1;1;43;2;1
2008;4;28;8;9;6431;1;A3;3;1;1;72;1;1
2008;4;28;9;9;6431;1;A5;3;2;1;43;2;1
2008;4;28;10;9;6431;1;A7;3;3;1;43;2;1
2008;4;28;11;9;6431;1;A9;3;3;1;82;1;1
2008;4;28;12;9;6431;1;A3;3;1;1;72;1;1
2008;4;28;13;9;6431;1;A3;3;1;1;72;1;1
2008;4;28;14;9;6431;1;A2;3;1;1;43;2;1
2008;4;28;15;9;6431;1;A5;3;2;1;43;2;1
2008;4;28;16;9;6431;1;A6;3;2;1;43;2;1
2008;4;28;17;9;6431;1;A3;3;1;1;72;1;1
2008;4;28;18;9;6431;2;B22;2;2;1;67;1;2
2008;4;28;19;9;6431;2;B27;2;3;1;57;1;2
2008;4;28;20;9;6431;2;B34;2;6;1;48;2;2
2008;4;28;21;9;6431;2;B23;7;2;1;38;2;2
2008;4;28;22;9;6431;2;B1;4;1;1;57;1;1
2008;4;28;23;9;6431;3;C5;11;2;1;48;1;1
2008;4;28;24;9;6431;3;C21;14;1;1;57;1;2
2008;4;28;25;9;6431;3;C20;13;1;2;48;1;2
2008;4;28;26;9;6431;3;C22;11;2;2;43;1;2
2008;4;28;27;9;6431;3;C34;7;6;1;48;1;2
2008;4;28;28;9;6431;3;C36;14;6;1;43;1;2
2008;4;28;29;9;6431;1;A31;6;5;2;62;1;2
2008;4;28;30;9;6431;1;A32;2;5;1;38;2;2
2008;4;28;31;9;6431;1;A33;1;5;1;38;2;2
2008;4;28;32;9;6431;1;A29;2;4;1;60;1;2
2008;4;28;33;9;6431;1;A21;1;1;1;62;1;2
2008;4;28;34;9;6431;1;A31;6;5;2;62;1;2
2008;4;28;35;9;6431;1;A32;2;5;1;38;2;2
2008;4;28;36;9;6431;1;A37;2;1;1;62;1;3
2008;4;28;37;9;6431;1;A38;6;1;1;62;1;3
2008;4;28;38;9;6431;1;A42;6;2;1;28;2;3
2008;4;28;1;29;6432;3;C11;7;4;1;33;2;1
