session_id,n_clicks_observed,n_unique_pages,n_unique_models,n_unique_categories,n_unique_colours,price_mean,price_min,price_max,price_std,high_price_share_first_n,high_price_count_first_n,category_entropy,category_share_blouses,category_share_sale,category_share_skirts,category_share_trousers,top_category_share,mean_model_frequency,max_model_frequency,min_model_frequency,last_page,last_location,first_model_frequency,last_model_frequency,last_category_frequency,last_colour_frequency,category_transition_count,category_switch_rate,colour_switch_rate,model_switch_rate,mean_price_diff,std_price_diff,mean_price_deviation,category_revisit_rate,model_revisit_rate,colour_revisit_rate,max_abs_price_diff,n_price_increases,n_price_decreases,exploration_velocity_categories,exploration_velocity_models
3788,2,1,2,2,2,38.0,38,38,0.0,0.0,0,1.0,0.0,0.0,0.5,0.5,0.5,0.008552432759141734,0.010323360531882745,0.006781504986400726,1,4,0.006781504986400726,0.010323360531882745,0.2640072529465095,0.17448171653067393,1,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,0.75
3789,5,2,5,3,4,36.0,28,48,7.582875444051551,0.2,1,1.3709505944546687,0.6,0.2,0.2,0.0,0.6,0.005166515563614385,0.010299184043517678,0.003082502266545784,1,6,0.004073738289513448,0.010299184043517678,0.175255364158356,0.03696585071018434,2,0.4,0.6,0.8,-1.0,12.942179105544785,0.15,0.4,0.0,0.2,20.0,1,3,0.6666666666666666,0.6
3790,3,1,3,2,3,50.666666666666664,33,62,15.50268793897798,0.6666666666666666,2,0.9182958340544896,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.007522917296262717,0.011834391054699306,0.001861589604110003,2,2,0.008872771229978845,0.011834391054699306,0.2640072529465095,0.030740404956180113,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,-1.6666666666666667,26.539279065817393,-2.7222222222222214,0.3333333333333333,0.0,0.0,29.0,1,1,0.6666666666666666,0.6666666666666666
3791,5,3,5,2,4,34.0,28,43,5.477225575051661,0.2,1,0.7219280948873623,0.2,0.8,0.0,0.0,0.8,0.001789060139014808,0.0029616198247204594,0.000967059534602599,4,6,0.0029616198247204594,0.000967059534602599,0.175255364158356,0.08348141432456936,1,0.2,0.6,0.8,0.0,9.354143466934854,-0.11666666666666714,0.6,0.0,0.2,15.0,2,1,0.9,0.6
3792,2,1,2,1,2,54.5,52,57,3.5355339059327378,1.0,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.011157449380477486,0.012269567845270474,0.010045330915684497,1,6,0.012269567845270474,0.010045330915684497,0.2640072529465095,0.06035660320338471,0,0.0,0.5,0.5,-2.5,3.5355339059327378,-1.25,0.5,0.0,0.0,5.0,0,1,1.0,0.75
3793,2,1,2,1,2,40.5,38,43,3.5355339059327378,1.0,2,-0.0,0.0,1.0,0.0,0.0,1.0,0.006805681474765791,0.010311272287700212,0.003300090661831369,1,4,0.010311272287700212,0.003300090661831369,0.175255364158356,0.0923541855545482,0,0.0,0.5,0.5,-2.5,3.5355339059327378,-1.25,0.5,0.0,0.0,5.0,0,1,1.0,0.75
3794,5,1,5,1,5,45.6,38,57,10.406728592598155,0.4,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.00690238742822605,0.011834391054699306,0.0021154427319431852,2,4,0.0061891810214566335,0.0021154427319431852,0.2640072529465095,0.07014808099123603,0,0.0,0.8,0.8,0.0,13.435028842544403,2.9133333333333327,0.8,0.0,0.0,19.0,1,1,1.0,0.6
3795,3,2,3,2,3,54.0,38,72,17.08800749063506,0.6666666666666666,2,0.9182958340544896,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.015444746650549008,0.027778785131459656,0.0029132668479903293,1,2,0.01564218797219704,0.027778785131459656,0.2640072529465095,0.027778785131459656,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,-6.666666666666667,24.68467810876482,-6.333333333333333,0.3333333333333333,0.0,0.0,34.0,1,1,0.6666666666666666,0.6666666666666666
3796,5,3,5,1,3,36.0,28,43,7.582875444051551,0.6,3,-0.0,0.0,1.0,0.0,0.0,1.0,0.0035152614082804476,0.010311272287700212,0.0008099123602296767,4,2,0.010311272287700212,0.0008099123602296767,0.175255364158356,0.17448171653067393,0,0.0,0.6,0.8,-1.0,13.874436925511608,-1.6,0.8,0.0,0.4,15.0,2,2,1.0,0.6
3797,1,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.005693563009972802,0.005693563009972802,0.005693563009972802,1,4,0.005693563009972802,0.005693563009972802,0.175255364158356,0.0923541855545482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3798,1,1,1,1,1,23.0,23,23,0.0,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.00252644303414929,0.00252644303414929,0.00252644303414929,1,3,0.00252644303414929,0.00252644303414929,0.175255364158356,0.0923541855545482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3799,5,1,4,1,2,56.4,38,82,18.676188047886,0.6,3,-0.0,0.0,0.0,0.0,1.0,1.0,0.01386763372620127,0.022375339981867633,0.010262919310970082,1,3,0.01326080386823814,0.010262919310970082,0.3564944091870656,0.21770927772741008,0,0.0,0.2,0.6,4.8,32.91200388915874,3.9866666666666672,0.8,0.2,0.6,44.0,2,1,1.0,0.7
3800,5,2,5,2,4,36.0,23,48,12.549900398011133,0.6,3,0.9709505944546686,0.6,0.4,0.0,0.0,0.6,0.009455424599576911,0.018386219401631914,0.003747355696585071,2,6,0.018386219401631914,0.003747355696585071,0.2042429737080689,0.03696585071018434,1,0.2,0.6,0.8,2.0,22.80350850198276,1.233333333333333,0.6,0.0,0.2,25.0,2,2,0.8,0.6
3801,5,2,4,1,3,39.8,33,62,12.59761882261882,0.2,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.014948322756119672,0.022375339981867633,0.0030220610456331218,1,5,0.022375339981867633,0.02076760350559081,0.3564944091870656,0.08348141432456936,0,0.0,0.6,0.8,-1.0,20.627651344736268,1.9066666666666676,0.8,0.2,0.4,29.0,1,2,1.0,0.7
3802,4,2,4,2,3,45.25,33,57,10.012492197250392,0.5,2,0.8112781244591328,0.75,0.0,0.0,0.25,0.75,0.005276518585675431,0.013720157147174374,0.0010879419764279238,2,4,0.013720157147174374,0.0010879419764279238,0.2042429737080689,0.17448171653067393,1,0.25,0.75,0.75,1.25,15.819292019556375,2.604166666666666,0.5,0.0,0.25,24.0,1,2,0.875,0.625
3803,5,2,5,2,4,49.4,28,62,17.34358671094304,0.6,3,0.7219280948873623,0.2,0.0,0.0,0.8,0.8,0.01039588999697794,0.02279842852825627,0.0031187669990933816,1,4,0.013127833182230281,0.005125415533393775,0.2042429737080689,0.03696585071018434,1,0.2,0.8,0.8,1.0,22.315913604421397,4.086666666666668,0.6,0.0,0.2,34.0,1,1,0.6,0.6
3804,2,1,1,1,1,57.0,57,57,0.0,1.0,2,-0.0,1.0,0.0,0.0,0.0,1.0,0.005016621335750982,0.005016621335750982,0.005016621335750982,4,1,0.005016621335750982,0.005016621335750982,0.2042429737080689,0.09132668479903294,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0,0,1.0,1.0
3805,5,1,4,1,1,53.6,38,82,21.651789764358973,0.4,2,-0.0,0.0,0.0,0.0,1.0,1.0,0.01772620126926564,0.022375339981867633,0.01317618615896041,1,2,0.022375339981867633,0.022375339981867633,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.8,0.0,28.24889378365107,-1.0200000000000002,0.8,0.2,0.8,44.0,1,2,1.0,0.7
3806,4,2,4,1,3,53.5,38,67,12.06924466015445,0.75,3,-0.0,0.0,0.0,1.0,0.0,1.0,0.013369598065880933,0.021686310063463284,0.009634330613478393,2,2,0.009634330613478393,0.011834391054699306,0.2640072529465095,0.030740404956180113,0,0.0,0.5,0.75,1.25,21.761969886325396,-0.8333333333333339,0.75,0.0,0.25,29.0,2,1,1.0,0.625
3807,1,1,1,1,1,62.0,62,62,0.0,1.0,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.010262919310970082,0.010262919310970082,0.010262919310970082,1,3,0.010262919310970082,0.010262919310970082,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3808,1,1,1,1,1,57.0,57,57,0.0,1.0,1,-0.0,0.0,0.0,1.0,0.0,1.0,0.008485947416137805,0.008485947416137805,0.008485947416137805,2,5,0.008485947416137805,0.008485947416137805,0.2640072529465095,0.07014808099123603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3809,1,1,1,1,1,48.0,48,48,0.0,1.0,1,-0.0,1.0,0.0,0.0,0.0,1.0,0.003747355696585071,0.003747355696585071,0.003747355696585071,2,6,0.003747355696585071,0.003747355696585071,0.2042429737080689,0.03696585071018434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3810,1,1,1,1,1,26.0,26,26,0.0,0.0,0,-0.0,1.0,0.0,0.0,0.0,1.0,0.003650649743124811,0.003650649743124811,0.003650649743124811,3,5,0.003650649743124811,0.003650649743124811,0.2042429737080689,0.0923541855545482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3811,5,2,5,3,5,41.8,33,52,7.049822692805828,0.6,3,1.5219280948873621,0.4,0.4,0.2,0.0,0.4,0.006733152009670595,0.010818978543366576,0.0015110305228165609,4,2,0.010311272287700212,0.0015110305228165609,0.2042429737080689,0.0060441220912662436,2,0.4,0.8,0.8,1.8,7.328028384224504,1.7900000000000005,0.4,0.0,0.0,10.0,3,1,0.6666666666666666,0.6
3812,1,1,1,1,1,38.0,38,38,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.022375339981867633,0.022375339981867633,0.022375339981867633,1,2,0.022375339981867633,0.022375339981867633,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3813,5,2,4,1,2,45.6,38,62,10.99090533122727,0.4,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.008423088546388638,0.01627077666968873,0.004073738289513448,1,5,0.004073738289513448,0.01627077666968873,0.2640072529465095,0.06035660320338471,0,0.0,0.2,0.8,4.8,6.723094525588644,5.38,0.8,0.2,0.6,14.0,2,0,1.0,0.6
3814,5,2,5,1,3,52.4,38,67,13.612494260788505,0.6,3,-0.0,0.0,0.0,1.0,0.0,1.0,0.011778785131459656,0.021686310063463284,0.007506799637352675,2,3,0.021686310063463284,0.007506799637352675,0.2640072529465095,0.033593230583257784,0,0.0,0.4,0.8,-2.0,15.346009253222807,-5.763333333333333,0.8,0.0,0.4,24.0,1,2,1.0,0.6
3815,5,1,5,2,4,39.0,28,48,8.94427190999916,0.6,3,0.9709505944546686,0.4,0.6,0.0,0.0,0.6,0.008693865216077365,0.018386219401631914,0.003155031731640979,1,6,0.018386219401631914,0.00971894832275612,0.2042429737080689,0.08348141432456936,1,0.2,0.6,0.8,2.0,15.247950681976906,2.05,0.6,0.0,0.2,20.0,2,2,0.7,0.6
3816,1,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.0011604714415231188,0.0011604714415231188,0.0011604714415231188,4,1,0.0011604714415231188,0.0011604714415231188,0.175255364158356,0.17448171653067393,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3817,2,2,2,1,2,52.5,43,62,13.435028842544403,0.5,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.017999395587790873,0.027126019945602903,0.008872771229978845,2,5,0.027126019945602903,0.008872771229978845,0.3564944091870656,0.09132668479903294,0,0.0,0.5,0.5,9.5,13.435028842544403,4.75,0.5,0.0,0.0,19.0,1,0,1.0,0.75
3818,5,1,5,1,3,36.0,28,48,8.366600265340756,0.6,3,-0.0,0.0,1.0,0.0,0.0,1.0,0.007344817165306739,0.018386219401631914,0.0026473254759746146,1,3,0.002925355092172862,0.0026473254759746146,0.175255364158356,0.0923541855545482,0,0.0,0.6,0.8,0.0,10.0,1.4,0.8,0.0,0.4,10.0,2,2,1.0,0.6
3819,5,2,5,1,3,55.2,43,67,8.729261137118078,0.8,4,-0.0,0.0,0.0,1.0,0.0,1.0,0.014462375339981867,0.027778785131459656,0.005306739196131762,2,3,0.027778785131459656,0.005717739498337866,0.2640072529465095,0.17448171653067393,0,0.0,0.6,0.8,1.0,15.748015748023622,0.10999999999999943,0.8,0.0,0.4,24.0,2,1,1.0,0.6
3820,5,1,4,2,2,48.6,28,82,26.2449995237188,0.4,2,0.9709505944546686,0.0,0.4,0.0,0.6,0.6,0.012291326684799032,0.02076760350559081,0.005935327893623451,1,1,0.01317618615896041,0.005935327893623451,0.175255364158356,0.21770927772741008,1,0.2,0.4,0.6,-10.8,36.31390918091854,-12.236666666666668,0.6,0.2,0.6,49.0,1,2,0.7,0.7
3821,5,2,5,2,3,38.0,28,48,7.905694150420949,0.6,3,0.7219280948873623,0.2,0.8,0.0,0.0,0.8,0.007598670293139922,0.018386219401631914,0.0011604714415231188,1,6,0.018386219401631914,0.00971894832275612,0.2042429737080689,0.08348141432456936,1,0.2,0.6,0.8,2.0,10.954451150103322,0.33333333333333287,0.6,0.0,0.4,15.0,3,1,0.6,0.6
3822,1,1,1,1,1,38.0,38,38,0.0,1.0,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.018386219401631914,0.018386219401631914,0.018386219401631914,1,1,0.018386219401631914,0.018386219401631914,0.175255364158356,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3823,3,1,3,2,2,36.333333333333336,28,43,7.637626158259734,0.3333333333333333,1,0.9182958340544896,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.006725093180215574,0.00806285886974917,0.005330915684496827,1,1,0.006781504986400726,0.00806285886974917,0.2042429737080689,0.0923541855545482,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,-3.3333333333333335,10.408329997330664,-1.9444444444444453,0.3333333333333333,0.0,0.3333333333333333,15.0,1,1,0.8333333333333334,0.6666666666666666
3824,2,2,2,2,2,28.0,28,28,0.0,0.0,0,1.0,0.0,0.5,0.0,0.5,0.5,0.008371109096403748,0.013127833182230281,0.0036143850105772135,2,2,0.013127833182230281,0.0036143850105772135,0.175255364158356,0.09132668479903294,1,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,0.75
3825,5,2,5,2,5,31.8,20,57,14.463747785411636,0.2,1,0.7219280948873623,0.8,0.0,0.2,0.0,0.8,0.004685403445149592,0.011834391054699306,0.0018978543366576005,2,2,0.0018978543366576005,0.011834391054699306,0.2640072529465095,0.030740404956180113,1,0.2,0.8,0.8,5.8,13.935566009315876,5.006666666666666,0.6,0.0,0.0,29.0,3,1,0.6,0.6
3826,2,1,2,2,2,43.0,38,48,7.0710678118654755,1.0,2,1.0,0.5,0.5,0.0,0.0,0.5,0.00609851919008764,0.006491387126019946,0.005705651254155334,1,2,0.005705651254155334,0.006491387126019946,0.175255364158356,0.0923541855545482,1,0.5,0.5,0.5,-5.0,7.0710678118654755,-2.5,0.0,0.0,0.0,10.0,0,1,0.75,0.75
3827,2,1,1,1,1,57.0,57,57,0.0,1.0,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.011834391054699306,0.011834391054699306,0.011834391054699306,2,2,0.011834391054699306,0.011834391054699306,0.2640072529465095,0.030740404956180113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0,0,1.0,1.0
3828,3,2,3,1,2,57.0,52,62,5.0,1.0,3,-0.0,0.0,0.0,1.0,0.0,1.0,0.0139901279339176,0.027778785131459656,0.005717739498337866,2,3,0.008473859171955273,0.005717739498337866,0.2640072529465095,0.17448171653067393,0,0.0,0.6666666666666666,0.6666666666666666,-1.6666666666666667,7.637626158259733,-1.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,10.0,1,1,1.0,0.6666666666666666
3829,1,1,1,1,1,38.0,38,38,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.022375339981867633,0.022375339981867633,0.022375339981867633,1,2,0.022375339981867633,0.022375339981867633,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3830,5,1,5,1,3,35.0,23,48,9.746794344808965,0.6,3,-0.0,0.0,1.0,0.0,0.0,1.0,0.00480386823813841,0.006491387126019946,0.002925355092172862,1,3,0.006273798730734361,0.002925355092172862,0.175255364158356,0.17448171653067393,0,0.0,0.6,0.8,-4.0,11.937336386313323,-4.816666666666667,0.8,0.0,0.4,15.0,1,3,1.0,0.6
3831,5,1,3,1,1,43.4,38,65,12.074767078498866,1.0,5,-0.0,0.0,1.0,0.0,0.0,1.0,0.00485947416137806,0.006491387126019946,0.0015231187669990933,1,4,0.006491387126019946,0.003300090661831369,0.175255364158356,0.0923541855545482,0,0.0,0.0,0.4,0.0,19.091883092036785,2.97,0.8,0.4,0.8,27.0,1,1,1.0,0.5333333333333333
3832,5,1,4,1,2,43.8,28,72,16.67932852365466,0.2,1,-0.0,0.0,0.0,0.0,1.0,1.0,0.022012692656391657,0.027126019945602903,0.01564218797219704,1,2,0.022544575400423088,0.022375339981867633,0.3564944091870656,0.21770927772741008,0,0.0,0.2,0.6,2.0,23.46273641330013,3.7566666666666677,0.8,0.2,0.6,34.0,2,1,1.0,0.7
3833,1,1,1,1,1,23.0,23,23,0.0,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.004436385614989422,0.004436385614989422,0.004436385614989422,1,2,0.004436385614989422,0.004436385614989422,0.175255364158356,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3834,5,1,5,1,4,45.0,33,48,6.708203932499369,0.8,4,-0.0,1.0,0.0,0.0,0.0,1.0,0.006924146267754609,0.01272892112420671,0.003155031731640979,1,3,0.01272892112420671,0.007796917497733454,0.2042429737080689,0.033593230583257784,0,0.0,0.6,0.8,0.0,10.606601717798213,0.85,0.8,0.0,0.2,15.0,1,1,1.0,0.6
3835,5,2,5,2,4,32.0,18,43,9.617692030835672,0.4,2,0.9709505944546686,0.4,0.6,0.0,0.0,0.6,0.003302508310667875,0.005693563009972802,0.0007615593834995467,3,1,0.0031308552432759143,0.0030341492898156544,0.175255364158356,0.08348141432456936,1,0.2,0.6,0.8,3.0,9.082951062292475,4.283333333333333,0.6,0.0,0.2,15.0,3,1,0.8,0.6
3836,5,3,3,2,3,41.0,33,43,4.4721359549995805,0.4,2,0.9709505944546686,0.0,0.4,0.0,0.6,0.6,0.00555575702629193,0.02076760350559081,0.0005560592323964944,5,3,0.02076760350559081,0.0005560592323964944,0.175255364158356,0.0923541855545482,1,0.2,0.4,0.4,2.0,4.472135954999579,2.5666666666666673,0.6,0.4,0.4,10.0,1,0,0.7,0.7333333333333334
3837,4,1,2,2,2,39.25,38,43,2.4999999999999996,1.0,4,0.8112781244591328,0.25,0.75,0.0,0.0,0.75,0.015122393472348141,0.018386219401631914,0.005330915684496827,1,1,0.018386219401631914,0.018386219401631914,0.175255364158356,0.21770927772741008,2,0.5,0.5,0.5,0.0,4.08248290463863,-0.10416666666666607,0.5,0.5,0.5,5.0,1,1,0.875,0.875
3838,4,1,4,2,1,50.75,38,62,12.0381338531629,0.75,3,0.8112781244591328,0.0,0.25,0.0,0.75,0.75,0.018706557872469026,0.027126019945602903,0.006515563614385011,1,4,0.018386219401631914,0.02279842852825627,0.3564944091870656,0.21770927772741008,1,0.25,0.0,0.75,6.0,7.615773105863909,6.6875,0.5,0.0,0.75,17.0,3,0,0.875,0.625
3839,1,1,1,1,1,38.0,38,38,0.0,1.0,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.018386219401631914,0.018386219401631914,0.018386219401631914,1,1,0.018386219401631914,0.018386219401631914,0.175255364158356,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3840,5,2,5,2,3,47.6,38,62,10.13903348450926,0.6,3,0.7219280948873623,0.0,0.2,0.8,0.0,0.8,0.008033847083711092,0.01627077666968873,0.001414324569356301,2,4,0.001414324569356301,0.0021154427319431852,0.2640072529465095,0.07014808099123603,1,0.2,0.6,0.8,-2.0,15.427248620541512,0.013333333333332576,0.6,0.0,0.4,24.0,1,3,0.9,0.6
3841,4,3,4,2,2,42.75,28,57,12.526638282742368,0.25,1,0.8112781244591328,0.0,0.25,0.75,0.0,0.75,0.004502870957993351,0.008485947416137805,0.0021154427319431852,4,3,0.005149592021758839,0.0022605016621335752,0.175255364158356,0.0504925959504382,1,0.25,0.5,0.75,-5.0,20.016659728003237,-2.604166666666666,0.5,0.0,0.5,29.0,1,2,0.625,0.625
3842,1,1,1,1,1,43.0,43,43,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.01861589604110003,0.01861589604110003,0.01861589604110003,1,2,0.01861589604110003,0.01861589604110003,0.3564944091870656,0.21770927772741008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3843,3,2,3,1,2,33.0,28,38,5.0,0.3333333333333333,1,-0.0,0.0,1.0,0.0,0.0,1.0,0.008735771129243479,0.018386219401631914,0.001885766092475068,3,5,0.005935327893623451,0.001885766092475068,0.175255364158356,0.09132668479903294,0,0.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,7.637626158259733,1.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,10.0,1,1,1.0,0.6666666666666666
3844,5,2,5,3,3,49.8,38,82,18.471599822430107,0.6,3,1.3709505944546687,0.0,0.2,0.2,0.6,0.6,0.009634330613478393,0.015061952251435478,0.0019703838017527953,1,2,0.015061952251435478,0.010311272287700212,0.175255364158356,0.17448171653067393,2,0.4,0.6,0.8,1.0,28.337254630609507,-1.2599999999999993,0.4,0.0,0.4,44.0,2,2,0.5333333333333333,0.6
3845,5,3,5,3,5,43.0,38,48,5.0,0.8,4,1.5219280948873621,0.4,0.4,0.0,0.2,0.4,0.008834088848594743,0.018386219401631914,0.001015412511332729,1,2,0.018386219401631914,0.01272892112420671,0.2042429737080689,0.030740404956180113,2,0.4,0.8,0.8,2.0,5.70087712549569,2.416666666666667,0.4,0.0,0.0,10.0,2,1,0.6666666666666666,0.6
3846,3,1,3,2,1,34.666666666666664,28,38,5.773502691896256,0.3333333333333333,1,0.9182958340544896,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.015565629092374333,0.022375339981867633,0.005935327893623451,1,1,0.022375339981867633,0.005935327893623451,0.175255364158356,0.21770927772741008,1,0.3333333333333333,0.0,0.6666666666666666,-3.3333333333333335,5.773502691896257,-2.2222222222222214,0.3333333333333333,0.0,0.6666666666666666,10.0,0,1,0.8333333333333334,0.6666666666666666
3847,1,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.02076760350559081,0.02076760350559081,0.02076760350559081,1,5,0.02076760350559081,0.02076760350559081,0.3564944091870656,0.08348141432456936,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3848,5,2,5,1,2,35.0,28,43,5.70087712549569,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.010403142943487457,0.02076760350559081,0.002949531580537927,2,4,0.013127833182230281,0.002949531580537927,0.3564944091870656,0.0504925959504382,0,0.0,0.4,0.8,3.0,2.7386127875258306,3.4333333333333336,0.8,0.0,0.6,5.0,3,0,1.0,0.6
3849,5,3,5,2,5,34.0,28,38,4.183300132670378,0.4,2,0.7219280948873623,0.0,0.8,0.0,0.2,0.8,0.0039407676035055905,0.013127833182230281,0.000967059534602599,1,5,0.00242973708068903,0.013127833182230281,0.3564944091870656,0.0504925959504382,1,0.2,0.8,0.8,-2.0,4.47213595499958,-1.8666666666666671,0.6,0.0,0.0,5.0,1,3,0.6,0.6
3850,2,1,2,2,2,38.0,28,48,14.142135623730951,0.5,1,1.0,0.5,0.0,0.0,0.5,0.5,0.016131761861589603,0.022544575400423088,0.00971894832275612,1,6,0.022544575400423088,0.00971894832275612,0.2042429737080689,0.08348141432456936,1,0.5,0.5,0.5,10.0,14.142135623730951,5.0,0.0,0.0,0.0,20.0,1,0,0.75,0.75
3851,5,1,4,1,2,51.6,38,82,19.91983935678197,0.4,2,-0.0,0.0,0.0,0.0,1.0,1.0,0.013364762768207916,0.015061952251435478,0.010262919310970082,1,4,0.01317618615896041,0.015061952251435478,0.3564944091870656,0.21770927772741008,0,0.0,0.4,0.8,-8.8,12.13260071048248,-12.653333333333332,0.8,0.2,0.6,24.0,0,2,1.0,0.7
3852,2,2,2,1,2,62.0,57,67,7.0710678118654755,1.0,2,-0.0,0.0,0.0,1.0,0.0,1.0,0.016760350559081295,0.021686310063463284,0.011834391054699306,2,2,0.021686310063463284,0.011834391054699306,0.2640072529465095,0.030740404956180113,0,0.0,0.5,0.5,-5.0,7.0710678118654755,-2.5,0.5,0.0,0.0,10.0,0,1,1.0,0.75
3853,5,1,5,1,3,34.0,23,38,6.519202405202649,0.6,3,-0.0,0.0,1.0,0.0,0.0,1.0,0.008449682683590209,0.018386219401631914,0.00242973708068903,1,5,0.018386219401631914,0.00242973708068903,0.175255364158356,0.0923541855545482,0,0.0,0.6,0.8,0.0,9.354143466934854,0.6333333333333335,0.8,0.0,0.4,15.0,2,1,1.0,0.6
3854,5,1,5,2,5,33.0,28,43,7.0710678118654755,0.2,1,0.9709505944546686,0.4,0.0,0.0,0.6,0.6,0.014883046237533998,0.022544575400423088,0.00806285886974917,1,5,0.022544575400423088,0.013127833182230281,0.3564944091870656,0.0504925959504382,2,0.4,0.8,0.8,0.0,12.747548783981962,1.0833333333333335,0.6,0.0,0.0,15.0,2,2,0.8,0.6
3855,1,1,1,1,1,33.0,33,33,0.0,0.0,0,-0.0,0.0,1.0,0.0,0.0,1.0,0.001885766092475068,0.001885766092475068,0.001885766092475068,3,5,0.001885766092475068,0.001885766092475068,0.175255364158356,0.09132668479903294,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
3856,2,1,2,1,2,35.5,28,43,10.606601717798213,0.0,0,-0.0,0.0,0.0,0.0,1.0,1.0,0.020580235720761557,0.022544575400423088,0.01861589604110003,1,1,0.01861589604110003,0.022544575400423088,0.3564944091870656,0.024527047446358415,0,0.0,0.5,0.5,-7.5,10.606601717798213,-3.75,0.5,0.0,0.0,15.0,0,1,1.0,0.75
3857,5,1,4,2,3,54.4,38,67,13.446189051177289,0.8,4,0.7219280948873623,0.0,0.2,0.8,0.0,0.8,0.013879721970383802,0.021686310063463284,0.0034451495920217587,1,4,0.010311272287700212,0.021686310063463284,0.2640072529465095,0.17448171653067393,1,0.2,0.6,0.6,4.8,9.628083921528727,7.37,0.6,0.2,0.4,19.0,2,1,0.9,0.7
3858,5,1,5,2,4,34.0,23,48,10.8397416943394,0.4,2,0.7219280948873623,0.8,0.0,0.0,0.2,0.8,0.009813236627379873,0.022544575400423088,0.004194620731338773,1,2,0.022544575400423088,0.005959504381988516,0.2042429737080689,0.0923541855545482,1,0.2,0.8,0.8,4.0,17.10263137648707,3.3,0.6,0.0,0.2,25.0,2,1,0.9,0.6
