year,month,day,order,country,session_id,page_1_main_category,page_2_model,colour,location,model_photography,price,price_2,page,higher_than_average,main_category,click_position,n_clicks_observed,is_first_click,is_last_observed_click,running_high_price_count,running_high_price_share,running_unique_pages,running_unique_models,running_unique_categories,running_unique_colours,price_delta_from_prev,category_changed_from_prev,category_frequency,colour_frequency,model_frequency
2008,4,2,3,29,544,4,P9,4,3,2,23,2,1,0,sale,3,5,0,0,1,0.3333333333333333,1,2,2,2,0.0,0,0.175255364158356,0.0923541855545482,0.00252644303414929
2008,4,2,4,29,544,4,P7,4,3,2,28,2,1,0,sale,4,5,0,0,1,0.25,1,3,2,2,5.0,0,0.175255364158356,0.0923541855545482,0.0026473254759746146
2008,4,2,5,29,544,4,P6,2,2,1,43,1,1,1,sale,5,5,0,1,2,0.4,1,4,2,2,15.0,0,0.175255364158356,0.17448171653067393,0.010311272287700212
2008,4,2,1,29,545,2,B27,2,3,1,57,1,2,1,skirts,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.005717739498337866
2008,4,2,1,9,546,1,A4,3,2,2,38,2,1,0,trousers,1,2,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,4,2,2,9,546,2,B4,10,2,1,52,1,1,1,skirts,2,2,0,1,1,0.5,1,2,2,2,14.0,1,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,4,2,1,29,547,4,P17,2,6,2,38,1,1,1,sale,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.17448171653067393,0.005016621335750982
2008,4,2,2,29,547,2,B7,6,3,1,38,2,1,0,skirts,2,5,0,0,1,0.5,1,2,2,2,0.0,1,0.2640072529465095,0.09132668479903294,0.0034451495920217587
2008,4,2,3,29,547,2,B8,4,3,2,52,1,1,1,skirts,3,5,0,0,2,0.6666666666666666,1,3,2,3,14.0,0,0.2640072529465095,0.0923541855545482,0.0036022967663946813
2008,4,2,4,29,547,4,P18,2,6,1,28,2,1,0,sale,4,5,0,0,2,0.5,1,4,2,3,-24.0,1,0.175255364158356,0.17448171653067393,0.001885766092475068
2008,4,2,5,29,547,4,P29,5,4,2,33,2,2,0,sale,5,5,0,1,2,0.4,2,5,2,4,5.0,0,0.175255364158356,0.0060441220912662436,0.0015714717437292232
2008,4,2,1,29,548,3,C21,14,1,1,57,1,2,1,blouses,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.08348141432456936,0.004206708975521305
2008,4,2,2,29,548,3,C40,14,2,2,28,2,3,0,blouses,2,5,0,0,1,0.5,2,2,1,1,-29.0,0,0.2042429737080689,0.08348141432456936,0.004823209428830463
2008,4,2,3,29,548,1,A2,3,1,1,43,2,1,0,trousers,3,5,0,0,1,0.3333333333333333,3,3,2,2,15.0,1,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,4,2,4,29,548,4,P6,2,2,1,43,1,1,1,sale,4,5,0,0,2,0.5,3,4,3,3,0.0,1,0.175255364158356,0.17448171653067393,0.010311272287700212
2008,4,2,5,29,548,4,P7,4,3,2,28,2,1,0,sale,5,5,0,1,2,0.4,3,5,3,4,-15.0,0,0.175255364158356,0.0923541855545482,0.0026473254759746146
2008,4,2,1,29,549,3,C1,4,1,2,28,2,1,0,blouses,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.2042429737080689,0.0923541855545482,0.00806285886974917
2008,4,2,1,29,550,1,A11,3,4,1,62,1,1,1,trousers,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,4,2,2,29,550,2,B13,12,5,2,62,1,1,1,skirts,2,5,0,0,2,1.0,1,2,2,2,0.0,1,0.2640072529465095,0.06035660320338471,0.01627077666968873
2008,4,2,3,29,550,2,B15,9,5,1,38,2,1,0,skirts,3,5,0,0,2,0.6666666666666666,1,3,2,3,-24.0,0,0.2640072529465095,0.07014808099123603,0.010903596252644303
2008,4,2,4,29,550,2,B15,9,5,1,38,2,1,0,skirts,4,5,0,0,2,0.5,1,3,2,3,0.0,0,0.2640072529465095,0.07014808099123603,0.010903596252644303
2008,4,2,5,29,550,2,B23,7,2,1,38,2,2,0,skirts,5,5,0,1,2,0.4,2,4,2,4,0.0,0,0.2640072529465095,0.03696585071018434,0.008655182834693262
2008,4,2,1,29,551,1,A15,14,5,2,33,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,4,2,2,29,551,1,A7,3,3,1,43,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,2,10.0,0,0.3564944091870656,0.21770927772741008,0.011193714113025083
2008,4,2,3,29,551,1,A21,1,1,1,62,1,2,1,trousers,3,5,0,0,1,0.3333333333333333,2,3,1,3,19.0,0,0.3564944091870656,0.0504925959504382,0.007809005741915987
2008,4,2,4,29,551,2,B4,10,2,1,52,1,1,1,skirts,4,5,0,0,2,0.5,2,4,2,4,-10.0,1,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,4,2,5,29,551,2,B23,7,2,1,38,2,2,0,skirts,5,5,0,1,2,0.4,2,5,2,5,-14.0,0,0.2640072529465095,0.03696585071018434,0.008655182834693262
2008,4,2,1,29,552,3,C1,4,1,2,28,2,1,0,blouses,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.2042429737080689,0.0923541855545482,0.00806285886974917
2008,4,2,1,24,553,1,A12,2,4,1,38,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.01326080386823814
2008,4,2,2,24,553,1,A17,2,6,1,62,1,1,1,trousers,2,5,0,0,1,0.5,1,2,1,1,24.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,4,2,3,24,553,1,A31,6,5,2,62,1,2,1,trousers,3,5,0,0,2,0.6666666666666666,2,3,1,2,0.0,0,0.3564944091870656,0.09132668479903294,0.008872771229978845
2008,4,2,4,24,553,1,A37,2,1,1,62,1,3,1,trousers,4,5,0,0,3,0.75,3,4,1,2,0.0,0,0.3564944091870656,0.17448171653067393,0.003795708673315201
2008,4,2,5,24,553,3,C2,12,1,1,43,1,1,1,blouses,5,5,0,1,4,0.8,3,5,2,3,-19.0,1,0.2042429737080689,0.06035660320338471,0.008304623753399819
2008,4,2,1,24,554,1,A5,3,2,1,43,2,1,0,trousers,1,3,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,4,2,2,24,554,1,A38,6,1,1,62,1,3,1,trousers,2,3,0,0,1,0.5,2,2,1,2,19.0,0,0.3564944091870656,0.09132668479903294,0.0022725899063161074
2008,4,2,3,24,554,1,A39,4,1,1,38,2,3,0,trousers,3,3,0,1,1,0.3333333333333333,2,3,1,3,-24.0,0,0.3564944091870656,0.0923541855545482,0.0023692958597763673
2008,4,2,1,7,555,3,C14,9,5,1,23,2,1,0,blouses,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.2042429737080689,0.07014808099123603,0.007978241160471442
2008,4,2,2,7,555,3,C2,12,1,1,43,1,1,1,blouses,2,5,0,0,1,0.5,1,2,1,2,20.0,0,0.2042429737080689,0.06035660320338471,0.008304623753399819
2008,4,2,3,7,555,3,C30,2,4,2,28,2,2,0,blouses,3,5,0,0,1,0.3333333333333333,2,3,1,3,-15.0,0,0.2042429737080689,0.17448171653067393,0.0035176790571169536
2008,4,2,4,7,555,3,C53,14,6,1,38,2,3,0,blouses,4,5,0,0,1,0.25,3,4,1,4,10.0,0,0.2042429737080689,0.08348141432456936,0.0026473254759746146
2008,4,2,5,7,555,2,B1,4,1,1,57,1,1,1,skirts,5,5,0,1,2,0.4,3,5,2,5,19.0,1,0.2640072529465095,0.0923541855545482,0.012269567845270474
2008,4,2,1,24,556,1,A11,3,4,1,62,1,1,1,trousers,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,4,2,2,24,556,1,A13,1,5,1,28,2,1,0,trousers,2,5,0,0,1,0.5,1,2,1,2,-34.0,0,0.3564944091870656,0.0504925959504382,0.013127833182230281
2008,4,2,3,24,556,1,A14,3,5,1,60,1,1,1,trousers,3,5,0,0,2,0.6666666666666666,1,3,1,2,32.0,0,0.3564944091870656,0.21770927772741008,0.006515563614385011
2008,4,2,4,24,556,1,A21,1,1,1,62,1,2,1,trousers,4,5,0,0,3,0.75,2,4,1,2,2.0,0,0.3564944091870656,0.0504925959504382,0.007809005741915987
2008,4,2,5,24,556,1,A22,4,2,1,62,1,2,1,trousers,5,5,0,1,4,0.8,2,5,1,3,0.0,0,0.3564944091870656,0.0923541855545482,0.0031187669990933816
2008,4,2,1,29,557,4,P13,4,5,1,38,1,1,1,sale,1,2,1,0,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.0923541855545482,0.00242973708068903
2008,4,2,2,29,557,4,P3,2,1,1,48,1,1,1,sale,2,2,0,1,2,1.0,1,2,1,2,10.0,0,0.175255364158356,0.17448171653067393,0.006273798730734361
2008,4,2,1,29,558,3,C17,14,6,1,48,1,1,1,blouses,1,2,1,0,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.08348141432456936,0.00971894832275612
2008,4,2,2,29,558,3,C28,2,4,2,48,1,2,1,blouses,2,2,0,1,2,1.0,2,2,1,2,0.0,0,0.2042429737080689,0.17448171653067393,0.0010879419764279238
2008,4,2,1,29,559,3,C26,14,3,1,28,2,2,0,blouses,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.2042429737080689,0.08348141432456936,0.0022725899063161074
2008,4,2,1,29,560,1,A11,3,4,1,62,1,1,1,trousers,1,4,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,4,2,2,29,560,2,B2,3,1,2,57,1,1,1,skirts,2,4,0,0,2,1.0,1,2,2,1,-5.0,1,0.2640072529465095,0.21770927772741008,0.008570565125415533
2008,4,2,3,29,560,2,B10,2,4,1,67,1,1,1,skirts,3,4,0,0,3,1.0,1,3,2,2,10.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,4,2,4,29,560,2,B17,6,6,2,38,2,1,0,skirts,4,4,0,1,3,0.75,1,4,2,3,-29.0,0,0.2640072529465095,0.09132668479903294,0.010818978543366576
2008,4,2,1,29,561,2,B10,2,4,1,67,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,4,2,2,29,561,2,B17,6,6,2,38,2,1,0,skirts,2,5,0,0,1,0.5,1,2,1,2,-29.0,0,0.2640072529465095,0.09132668479903294,0.010818978543366576
2008,4,2,3,29,561,2,B32,6,5,1,38,2,2,0,skirts,3,5,0,0,1,0.3333333333333333,2,3,1,2,0.0,0,0.2640072529465095,0.09132668479903294,0.007651858567543065
2008,4,2,4,29,561,2,B23,7,2,1,38,2,2,0,skirts,4,5,0,0,1,0.25,2,4,1,3,0.0,0,0.2640072529465095,0.03696585071018434,0.008655182834693262
2008,4,2,5,29,561,2,B33,6,5,2,33,2,2,0,skirts,5,5,0,1,1,0.2,2,5,1,3,-5.0,0,0.2640072529465095,0.09132668479903294,0.0017527954064672107
2008,4,2,1,29,562,1,A12,2,4,1,38,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.01326080386823814
2008,4,2,2,29,562,1,A16,1,6,1,33,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,2,-5.0,0,0.3564944091870656,0.0504925959504382,0.010927772741009369
2008,4,2,3,29,562,1,A16,1,6,1,33,2,1,0,trousers,3,5,0,0,0,0.0,1,2,1,2,0.0,0,0.3564944091870656,0.0504925959504382,0.010927772741009369
2008,4,2,4,29,562,1,A4,3,2,2,38,2,1,0,trousers,4,5,0,0,0,0.0,1,3,1,3,5.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,4,2,5,29,562,1,A6,3,2,1,43,2,1,0,trousers,5,5,0,1,0,0.0,1,4,1,3,5.0,0,0.3564944091870656,0.21770927772741008,0.013720157147174374
2008,4,2,1,29,563,1,A16,1,6,1,33,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.0504925959504382,0.010927772741009369
2008,4,2,2,29,563,1,A1,8,1,1,28,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,2,-5.0,0,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,4,2,3,29,563,1,A12,2,4,1,38,2,1,0,trousers,3,5,0,0,0,0.0,1,3,1,3,10.0,0,0.3564944091870656,0.17448171653067393,0.01326080386823814
2008,4,2,4,29,563,1,A11,3,4,1,62,1,1,1,trousers,4,5,0,0,1,0.25,1,4,1,4,24.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,4,2,5,29,563,1,A6,3,2,1,43,2,1,0,trousers,5,5,0,1,1,0.2,1,5,1,4,-19.0,0,0.3564944091870656,0.21770927772741008,0.013720157147174374
2008,4,2,1,29,564,1,A11,3,4,1,62,1,1,1,trousers,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,4,2,2,29,564,2,B13,12,5,2,62,1,1,1,skirts,2,3,0,0,2,1.0,1,2,2,2,0.0,1,0.2640072529465095,0.06035660320338471,0.01627077666968873
2008,4,2,3,29,564,4,P16,7,6,1,33,2,1,0,sale,3,3,0,1,2,0.6666666666666666,1,3,3,3,-29.0,1,0.175255364158356,0.03696585071018434,0.010299184043517678
2008,4,2,1,29,565,1,A10,3,4,1,38,2,1,0,trousers,1,4,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.015061952251435478
2008,4,2,2,29,565,1,A5,3,2,1,43,2,1,0,trousers,2,4,0,0,0,0.0,1,2,1,1,5.0,0,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,4,2,3,29,565,1,A12,2,4,1,38,2,1,0,trousers,3,4,0,0,0,0.0,1,3,1,2,-5.0,0,0.3564944091870656,0.17448171653067393,0.01326080386823814
2008,4,2,4,29,565,3,C35,9,6,1,50,1,2,1,blouses,4,4,0,1,1,0.25,2,4,2,3,12.0,1,0.2042429737080689,0.07014808099123603,0.0038077969174977336
2008,4,2,1,9,566,1,A17,2,6,1,62,1,1,1,trousers,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,4,2,1,29,567,4,P36,2,6,1,43,1,2,1,sale,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.17448171653067393,0.0018374131157449381
2008,4,2,1,29,568,4,P1,3,1,1,38,1,1,1,sale,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,4,2,2,29,568,4,P33,9,5,1,43,1,2,1,sale,2,3,0,0,2,1.0,2,2,1,2,5.0,0,0.175255364158356,0.07014808099123603,0.003650649743124811
2008,4,2,3,29,568,4,P50,6,5,2,33,2,3,0,sale,3,3,0,1,2,0.6666666666666666,3,3,1,3,-10.0,0,0.175255364158356,0.09132668479903294,0.001885766092475068
2008,4,2,1,29,569,3,C29,6,4,2,52,1,2,1,blouses,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.09132668479903294,0.003819885161680266
2008,4,2,1,29,570,3,C30,2,4,2,28,2,2,0,blouses,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.2042429737080689,0.17448171653067393,0.0035176790571169536
2008,4,2,1,9,571,2,B11,2,4,1,43,2,1,0,skirts,1,2,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.011822302810516773
2008,4,2,2,9,571,2,B15,9,5,1,38,2,1,0,skirts,2,2,0,1,0,0.0,1,2,1,2,-5.0,0,0.2640072529465095,0.07014808099123603,0.010903596252644303
2008,4,2,1,24,572,1,A1,8,1,1,28,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,4,2,2,24,572,1,A2,3,1,1,43,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,2,15.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,4,2,3,24,572,1,A4,3,2,2,38,2,1,0,trousers,3,5,0,0,0,0.0,1,3,1,2,-5.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,4,2,4,24,572,1,A4,3,2,2,38,2,1,0,trousers,4,5,0,0,0,0.0,1,3,1,2,0.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,4,2,5,24,572,1,A9,3,3,1,82,1,1,1,trousers,5,5,0,1,1,0.2,1,4,1,2,44.0,0,0.3564944091870656,0.21770927772741008,0.01317618615896041
2008,4,2,1,29,573,2,B17,6,6,2,38,2,1,0,skirts,1,2,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.09132668479903294,0.010818978543366576
2008,4,2,2,29,573,2,B23,7,2,1,38,2,2,0,skirts,2,2,0,1,0,0.0,2,2,1,2,0.0,0,0.2640072529465095,0.03696585071018434,0.008655182834693262
2008,4,2,1,29,574,1,A4,3,2,2,38,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,4,2,2,29,574,1,A15,14,5,2,33,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,2,-5.0,0,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,4,2,3,29,574,1,A11,3,4,1,62,1,1,1,trousers,3,5,0,0,1,0.3333333333333333,1,3,1,2,29.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,4,2,4,29,574,1,A3,3,1,1,72,1,1,1,trousers,4,5,0,0,2,0.5,1,4,1,2,10.0,0,0.3564944091870656,0.21770927772741008,0.01564218797219704
2008,4,2,5,29,574,1,A1,8,1,1,28,2,1,0,trousers,5,5,0,1,2,0.4,1,5,1,3,-44.0,0,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,4,2,1,21,575,4,P14,2,5,2,38,1,1,1,sale,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.17448171653067393,0.003892414626775461
2008,4,2,2,21,575,4,P1,3,1,1,38,1,1,1,sale,2,5,0,0,2,1.0,1,2,1,2,0.0,0,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,4,2,3,21,575,4,P16,7,6,1,33,2,1,0,sale,3,5,0,0,2,0.6666666666666666,1,3,1,3,-5.0,0,0.175255364158356,0.03696585071018434,0.010299184043517678
2008,4,2,4,21,575,4,P39,14,1,1,43,1,3,1,sale,4,5,0,0,3,0.75,2,4,1,4,10.0,0,0.175255364158356,0.08348141432456936,0.0030341492898156544
2008,4,2,5,21,575,4,P48,9,4,2,33,2,3,0,sale,5,5,0,1,3,0.6,2,5,1,5,-10.0,0,0.175255364158356,0.07014808099123603,0.003578120278029616
2008,4,2,1,9,576,1,A17,2,6,1,62,1,1,1,trousers,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,4,2,1,29,577,1,A1,8,1,1,28,2,1,0,trousers,1,2,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,4,2,2,29,577,3,C5,11,2,1,48,1,1,1,blouses,2,2,0,1,1,0.5,1,2,2,2,20.0,1,0.2042429737080689,0.030740404956180113,0.01272892112420671
2008,4,2,1,9,578,2,B15,9,5,1,38,2,1,0,skirts,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.07014808099123603,0.010903596252644303
2008,4,2,2,9,578,2,B10,2,4,1,67,1,1,1,skirts,2,5,0,0,1,0.5,1,2,1,2,29.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,4,2,3,9,578,2,B1,4,1,1,57,1,1,1,skirts,3,5,0,0,2,0.6666666666666666,1,3,1,3,-10.0,0,0.2640072529465095,0.0923541855545482,0.012269567845270474
2008,4,2,4,9,578,1,A1,8,1,1,28,2,1,0,trousers,4,5,0,0,2,0.5,1,4,2,4,-29.0,1,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,4,2,5,9,578,1,A2,3,1,1,43,2,1,0,trousers,5,5,0,1,2,0.4,1,5,2,5,15.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,4,2,1,29,579,4,P16,7,6,1,33,2,1,0,sale,1,2,1,0,0,0.0,1,1,1,1,0.0,0,0.175255364158356,0.03696585071018434,0.010299184043517678
2008,4,2,2,29,579,4,P60,14,2,1,28,2,4,0,sale,2,2,0,1,0,0.0,2,2,1,2,-5.0,0,0.175255364158356,0.08348141432456936,0.0017286189181021456
2008,4,2,1,9,580,1,A15,14,5,2,33,2,1,0,trousers,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,4,2,1,21,581,1,A2,3,1,1,43,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,4,2,2,21,581,1,A5,3,2,1,43,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,4,2,3,21,581,1,A8,3,3,1,62,1,1,1,trousers,3,5,0,0,1,0.3333333333333333,1,3,1,1,19.0,0,0.3564944091870656,0.21770927772741008,0.010262919310970082
2008,4,2,4,21,581,1,A12,2,4,1,38,2,1,0,trousers,4,5,0,0,1,0.25,1,4,1,2,-24.0,0,0.3564944091870656,0.17448171653067393,0.01326080386823814
2008,4,2,5,21,581,1,A7,3,3,1,43,2,1,0,trousers,5,5,0,1,1,0.2,1,5,1,2,5.0,0,0.3564944091870656,0.21770927772741008,0.011193714113025083
2008,4,2,1,21,582,1,A2,3,1,1,43,2,1,0,trousers,1,4,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,4,2,2,21,582,1,A1,8,1,1,28,2,1,0,trousers,2,4,0,0,0,0.0,1,2,1,2,-15.0,0,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,4,2,3,21,582,3,C2,12,1,1,43,1,1,1,blouses,3,4,0,0,1,0.3333333333333333,1,3,2,3,15.0,1,0.2042429737080689,0.06035660320338471,0.008304623753399819
2008,4,2,4,21,582,3,C9,6,3,1,48,1,1,1,blouses,4,4,0,1,2,0.5,1,4,2,4,5.0,0,0.2042429737080689,0.09132668479903294,0.005234209731036567
2008,4,2,1,29,583,2,B1,4,1,1,57,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.0923541855545482,0.012269567845270474
2008,4,2,2,29,583,2,B3,12,1,1,52,1,1,1,skirts,2,5,0,0,2,1.0,1,2,1,2,-5.0,0,0.2640072529465095,0.06035660320338471,0.009634330613478393
2008,4,2,3,29,583,2,B6,2,2,1,52,1,1,1,skirts,3,5,0,0,3,1.0,1,3,1,3,0.0,0,0.2640072529465095,0.17448171653067393,0.00490782713810819
2008,4,2,4,29,583,2,B17,6,6,2,38,2,1,0,skirts,4,5,0,0,3,0.75,1,4,1,4,-14.0,0,0.2640072529465095,0.09132668479903294,0.010818978543366576
2008,4,2,5,29,583,4,P1,3,1,1,38,1,1,1,sale,5,5,0,1,4,0.8,1,5,2,5,0.0,1,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,4,2,1,29,584,1,A1,8,1,1,28,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,4,2,2,29,584,1,A2,3,1,1,43,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,2,15.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,4,2,3,29,584,1,A11,3,4,1,62,1,1,1,trousers,3,5,0,0,1,0.3333333333333333,1,3,1,2,19.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,4,2,4,29,584,1,A15,14,5,2,33,2,1,0,trousers,4,5,0,0,1,0.25,1,4,1,3,-29.0,0,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,4,2,5,29,584,1,A16,1,6,1,33,2,1,0,trousers,5,5,0,1,1,0.2,1,5,1,4,0.0,0,0.3564944091870656,0.0504925959504382,0.010927772741009369
2008,4,2,1,29,585,3,C15,6,5,1,33,2,1,0,blouses,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.2042429737080689,0.09132668479903294,0.003155031731640979
2008,4,2,1,9,586,1,A9,3,3,1,82,1,1,1,trousers,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.01317618615896041
2008,4,2,2,9,586,1,A17,2,6,1,62,1,1,1,trousers,2,5,0,0,2,1.0,1,2,1,2,-20.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,4,2,3,9,586,1,A32,2,5,1,38,2,2,0,trousers,3,5,0,0,2,0.6666666666666666,2,3,1,2,-24.0,0,0.3564944091870656,0.17448171653067393,0.0032880024176488365
2008,4,2,4,9,586,1,A32,2,5,1,38,2,2,0,trousers,4,5,0,0,2,0.5,2,3,1,2,0.0,0,0.3564944091870656,0.17448171653067393,0.0032880024176488365
2008,4,2,5,9,586,2,B4,10,2,1,52,1,1,1,skirts,5,5,0,1,3,0.6,2,4,2,3,14.0,1,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,4,2,1,10,587,1,A5,3,2,1,43,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,4,2,2,10,587,1,A2,3,1,1,43,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,4,2,3,10,587,1,A12,2,4,1,38,2,1,0,trousers,3,5,0,0,0,0.0,1,3,1,2,-5.0,0,0.3564944091870656,0.17448171653067393,0.01326080386823814
2008,4,2,4,10,587,1,A8,3,3,1,62,1,1,1,trousers,4,5,0,0,1,0.25,1,4,1,2,24.0,0,0.3564944091870656,0.21770927772741008,0.010262919310970082
2008,4,2,5,10,587,1,A3,3,1,1,72,1,1,1,trousers,5,5,0,1,2,0.4,1,5,1,2,10.0,0,0.3564944091870656,0.21770927772741008,0.01564218797219704
2008,4,2,1,41,588,2,B11,2,4,1,43,2,1,0,skirts,1,2,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.011822302810516773
2008,4,2,2,41,588,4,P23,6,2,2,28,2,2,0,sale,2,2,0,1,0,0.0,2,2,2,2,-15.0,1,0.175255364158356,0.09132668479903294,0.0036143850105772135
2008,4,2,1,29,589,2,B10,2,4,1,67,1,1,1,skirts,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,4,2,1,29,590,4,P40,4,2,1,43,1,3,1,sale,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.0923541855545482,0.0009066183136899365
2008,4,2,1,29,591,2,B30,9,4,1,57,1,2,1,skirts,1,4,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.07014808099123603,0.005306739196131762
2008,4,2,2,29,591,2,B19,13,1,1,38,2,2,0,skirts,2,4,0,0,1,0.5,1,2,1,2,-19.0,0,0.2640072529465095,0.033593230583257784,0.0061891810214566335
