month,day,order,country,session ID,page 2 (clothing model),colour,location,model photography,price,page,main_category,higher_than_average
4,29,1,Poland,6554,P1,blue,1,en face,38,1,sale,1
4,29,2,Poland,6554,B10,black,4,en face,67,1,skirts,1
4,29,3,Poland,6554,B11,black,4,en face,43,1,skirts,0
4,29,4,Poland,6554,B12,black,4,en face,38,1,skirts,0
4,29,5,Poland,6554,B14,black,5,en face,62,1,skirts,1
4,29,1,Poland,6555,A16,beige,6,en face,33,1,trousers,0
4,29,2,Poland,6555,A25,beige,3,en face,38,2,trousers,0
4,29,3,Poland,6555,A31,gray,5,profile,62,2,trousers,1
4,29,4,Poland,6555,A28,beige,4,profile,43,2,trousers,0
4,29,5,Poland,6555,B1,brown,1,en face,57,1,skirts,1
4,29,6,Poland,6555,B3,red,1,en face,52,1,skirts,1
4,29,7,Poland,6555,B4,olive,2,en face,52,1,skirts,1
4,29,8,Poland,6555,B9,beige,3,en face,48,1,skirts,0
4,29,9,Poland,6555,B9,beige,3,en face,48,1,skirts,0
4,29,10,Poland,6555,B11,black,4,en face,43,1,skirts,0
4,29,11,Poland,6555,B12,black,4,en face,38,1,skirts,0
4,29,12,Poland,6555,B13,red,5,profile,62,1,skirts,1
4,29,13,Poland,6555,B15,of many colors,5,en face,38,1,skirts,0
4,29,14,Poland,6555,B15,of many colors,5,en face,38,1,skirts,0
4,29,15,Poland,6555,B16,red,6,en face,52,1,skirts,1
4,29,16,Poland,6555,B17,gray,6,profile,38,1,skirts,0
4,29,17,Poland,6555,B17,gray,6,profile,38,1,skirts,0
4,29,18,Poland,6555,C4,brown,2,en face,48,1,blouses,1
4,29,19,Poland,6555,C11,green,4,en face,33,1,blouses,0
4,29,20,Poland,6555,C13,of many colors,5,en face,48,1,blouses,1
4,29,21,Poland,6555,C15,gray,5,en face,33,1,blouses,0
4,29,22,Poland,6555,C18,of many colors,6,en face,48,1,blouses,1
4,29,23,Poland,6555,C30,black,4,profile,28,2,blouses,0
4,29,24,Poland,6555,C27,pink,3,en face,48,2,blouses,1
4,29,25,Poland,6555,C27,pink,3,en face,48,2,blouses,1
4,29,26,Poland,6555,C34,green,6,en face,48,2,blouses,1
4,29,27,Poland,6555,C36,white,6,en face,43,2,blouses,1
4,29,28,Poland,6555,C26,white,3,en face,28,2,blouses,0
4,29,29,Poland,6555,C46,black,4,en face,48,3,blouses,1
4,29,30,Poland,6555,C48,gray,4,en face,28,3,blouses,0
4,29,31,Poland,6555,C41,violet,2,en face,28,3,blouses,0
4,29,32,Poland,6555,C56,gray,1,profile,57,4,blouses,1
4,29,33,Poland,6555,P35,brown,6,en face,28,2,sale,0
4,29,34,Poland,6555,P16,green,6,en face,33,1,sale,0
4,29,35,Poland,6555,P40,brown,2,en face,43,3,sale,1
4,29,36,Poland,6555,P45,of many colors,3,en face,33,3,sale,0
4,29,37,Poland,6555,P73,pink,1,profile,33,5,sale,0
4,29,1,Lithuania,6556,A3,blue,1,en face,72,1,trousers,1
4,29,2,Lithuania,6556,B1,brown,1,en face,57,1,skirts,1
4,29,3,Lithuania,6556,B13,red,5,profile,62,1,skirts,1
4,29,4,Lithuania,6556,C5,pink,2,en face,48,1,blouses,1
4,29,5,Lithuania,6556,C15,gray,5,en face,33,1,blouses,0
4,29,6,Lithuania,6556,C12,white,4,en face,43,1,blouses,1
4,29,7,Lithuania,6556,P9,brown,3,profile,23,1,sale,0
4,29,8,Lithuania,6556,P8,black,3,en face,28,1,sale,0
4,29,9,Lithuania,6556,P12,brown,4,en face,33,1,sale,0
4,29,10,Lithuania,6556,P36,black,6,en face,43,2,sale,1
4,29,11,Lithuania,6556,P49,white,5,en face,33,3,sale,0
4,29,12,Lithuania,6556,B4,olive,2,en face,52,1,skirts,1
4,29,1,Poland,6557,P17,black,6,profile,38,1,sale,1
4,29,1,Czech Republic,6558,C2,red,1,en face,43,1,blouses,1
4,29,2,Czech Republic,6558,C14,of many colors,5,en face,23,1,blouses,0
4,29,3,Czech Republic,6558,C19,red,1,en face,48,2,blouses,1
4,29,4,Czech Republic,6558,C30,black,4,profile,28,2,blouses,0
4,29,5,Czech Republic,6558,C34,green,6,en face,48,2,blouses,1
4,29,6,Czech Republic,6558,B15,of many colors,5,en face,38,1,skirts,0
4,29,7,Czech Republic,6558,B16,red,6,en face,52,1,skirts,1
4,29,8,Czech Republic,6558,C17,white,6,en face,48,1,blouses,1
4,29,1,United Kingdom,6559,A2,blue,1,en face,43,1,trousers,0
4,29,2,United Kingdom,6559,A15,white,5,profile,33,1,trousers,0
4,29,3,United Kingdom,6559,A11,blue,4,en face,62,1,trousers,1
4,29,4,United Kingdom,6559,B13,red,5,profile,62,1,skirts,1
4,29,5,United Kingdom,6559,C43,gray,3,profile,28,3,blouses,0
4,29,6,United Kingdom,6559,P33,of many colors,5,en face,43,2,sale,1
4,29,7,United Kingdom,6559,P33,of many colors,5,en face,43,2,sale,1
4,29,8,United Kingdom,6559,P20,green,1,en face,23,2,sale,0
4,29,1,Poland,6560,P42,gray,2,profile,28,3,sale,0
4,29,2,Poland,6560,P42,gray,2,profile,28,3,sale,0
4,29,3,Poland,6560,P48,of many colors,4,profile,33,3,sale,0
4,29,4,Poland,6560,P48,of many colors,4,profile,33,3,sale,0
4,29,5,Poland,6560,P46,white,4,en face,28,3,sale,0
4,29,6,Poland,6560,P49,white,5,en face,33,3,sale,0
4,29,7,Poland,6560,P49,white,5,en face,33,3,sale,0
4,29,8,Poland,6560,P50,gray,5,profile,33,3,sale,0
4,29,9,Poland,6560,P55,white,1,profile,33,4,sale,0
4,29,10,Poland,6560,P56,black,1,en face,33,4,sale,0
4,29,11,Poland,6560,P60,white,2,en face,28,4,sale,0
4,29,12,Poland,6560,P61,beige,3,profile,28,4,sale,0
4,29,13,Poland,6560,P66,of many colors,4,profile,43,4,sale,1
4,29,14,Poland,6560,P72,white,6,en face,33,4,sale,0
4,29,15,Poland,6560,P72,white,6,en face,33,4,sale,0
4,29,16,Poland,6560,P77,green,2,en face,43,5,sale,1
4,29,17,Poland,6560,P77,green,2,en face,43,5,sale,1
4,29,18,Poland,6560,P76,black,2,profile,43,5,sale,1
4,29,19,Poland,6560,P76,black,2,profile,43,5,sale,1
4,29,20,Poland,6560,P80,green,3,en face,28,5,sale,0
4,29,21,Poland,6560,P82,gray,4,profile,48,5,sale,1
4,29,22,Poland,6560,C3,gray,1,profile,23,1,blouses,0
4,29,23,Poland,6560,C9,gray,3,en face,48,1,blouses,1
4,29,24,Poland,6560,C36,white,6,en face,43,2,blouses,1
4,29,25,Poland,6560,C38,violet,1,en face,38,3,blouses,0
4,29,26,Poland,6560,C38,violet,1,en face,38,3,blouses,0
4,29,27,Poland,6560,C44,white,3,en face,55,3,blouses,1
4,29,28,Poland,6560,B2,blue,1,profile,57,1,skirts,1
4,29,29,Poland,6560,B4,olive,2,en face,52,1,skirts,1
4,29,30,Poland,6560,C5,pink,2,en face,48,1,blouses,1
4,29,31,Poland,6560,C6,gray,2,en face,33,1,blouses,0
4,29,32,Poland,6560,C26,white,3,en face,28,2,blouses,0
4,29,33,Poland,6560,C33,white,5,en face,48,2,blouses,1
4,29,34,Poland,6560,C45,pink,3,en face,55,3,blouses,1
4,29,35,Poland,6560,C45,pink,3,en face,55,3,blouses,1
4,29,36,Poland,6560,C50,of many colors,5,profile,20,3,blouses,0
4,29,37,Poland,6560,P49,white,5,en face,33,3,sale,0
4,29,38,Poland,6560,P49,white,5,en face,33,3,sale,0
4,29,39,Poland,6560,P50,gray,5,profile,33,3,sale,0
4,29,40,Poland,6560,P55,white,1,profile,33,4,sale,0
4,29,41,Poland,6560,P55,white,1,profile,33,4,sale,0
4,29,42,Poland,6560,P66,of many colors,4,profile,43,4,sale,1
4,29,43,Poland,6560,P81,brown,3,profile,43,5,sale,1
4,29,44,Poland,6560,P81,brown,3,profile,43,5,sale,1
4,29,1,Lithuania,6561,A15,white,5,profile,33,1,trousers,0
4,29,1,Poland,6562,C1,brown,1,profile,28,1,blouses,0
4,29,2,Poland,6562,C26,white,3,en face,28,2,blouses,0
4,29,3,Poland,6562,B23,green,2,en face,38,2,skirts,0
4,29,1,Poland,6563,P34,of many colors,6,profile,48,2,sale,1
4,29,2,Poland,6563,P23,gray,2,profile,28,2,sale,0
4,29,1,Ireland,6564,A11,blue,4,en face,62,1,trousers,1
4,29,2,Ireland,6564,A11,blue,4,en face,62,1,trousers,1
4,29,1,Poland,6565,C49,brown,5,profile,26,3,blouses,0
4,29,2,Poland,6565,C38,violet,1,en face,38,3,blouses,0
4,29,3,Poland,6565,C50,of many colors,5,profile,20,3,blouses,0
4,29,4,Poland,6565,C11,green,4,en face,33,1,blouses,0
4,29,5,Poland,6565,B4,olive,2,en face,52,1,skirts,1
4,29,6,Poland,6565,B13,red,5,profile,62,1,skirts,1
4,29,7,Poland,6565,B24,pink,2,en face,57,2,skirts,1
4,29,8,Poland,6565,P15,brown,5,profile,38,1,sale,1
4,29,9,Poland,6565,P48,of many colors,4,profile,33,3,sale,0
4,29,10,Poland,6565,P42,gray,2,profile,28,3,sale,0
4,29,11,Poland,6565,P58,of many colors,2,profile,38,4,sale,1
4,29,12,Poland,6565,A8,blue,3,en face,62,1,trousers,1
4,29,1,Poland,6566,B11,black,4,en face,43,1,skirts,0
4,29,2,Poland,6566,B10,black,4,en face,67,1,skirts,1
4,29,3,Poland,6566,B13,red,5,profile,62,1,skirts,1
4,29,4,Poland,6566,B30,of many colors,4,en face,57,2,skirts,1
4,29,5,Poland,6566,B24,pink,2,en face,57,2,skirts,1
4,29,6,Poland,6566,B27,black,3,en face,57,2,skirts,1
4,29,7,Poland,6566,C6,gray,2,en face,33,1,blouses,0
4,29,8,Poland,6566,A34,black,6,en face,38,2,trousers,0
4,29,9,Poland,6566,A33,beige,5,en face,38,2,trousers,0
4,29,1,Poland,6567,A17,black,6,en face,62,1,trousers,1
4,29,2,Poland,6567,A17,black,6,en face,62,1,trousers,1
4,29,3,Poland,6567,P8,black,3,en face,28,1,sale,0
4,29,4,Poland,6567,P3,black,1,en face,48,1,sale,1
4,29,5,Poland,6567,P6,black,2,en face,43,1,sale,1
4,29,6,Poland,6567,P5,blue,2,en face,23,1,sale,0
4,29,7,Poland,6567,P12,brown,4,en face,33,1,sale,0
4,29,8,Poland,6567,P4,brown,2,en face,38,1,sale,1
4,29,9,Poland,6567,P10,brown,4,profile,65,1,sale,1
4,29,10,Poland,6567,P13,brown,5,en face,38,1,sale,1
4,29,11,Poland,6567,A2,blue,1,en face,43,1,trousers,0
4,29,12,Poland,6567,A15,white,5,profile,33,1,trousers,0
4,29,13,Poland,6567,A17,black,6,en face,62,1,trousers,1
4,29,14,Poland,6567,A5,blue,2,en face,43,1,trousers,0
4,29,15,Poland,6567,A16,beige,6,en face,33,1,trousers,0
4,29,16,Poland,6567,A13,beige,5,en face,28,1,trousers,0
4,29,17,Poland,6567,A7,blue,3,en face,43,1,trousers,0
4,29,18,Poland,6567,A17,black,6,en face,62,1,trousers,1
4,29,19,Poland,6567,A17,black,6,en face,62,1,trousers,1
4,29,20,Poland,6567,A17,black,6,en face,62,1,trousers,1
4,29,21,Poland,6567,A18,brown,6,en face,38,1,trousers,0
4,29,22,Poland,6567,A18,brown,6,en face,38,1,trousers,0
4,29,23,Poland,6567,A18,brown,6,en face,38,1,trousers,0
4,29,24,Poland,6567,A9,blue,3,en face,82,1,trousers,1
4,29,25,Poland,6567,P18,black,6,en face,28,1,sale,0
4,29,26,Poland,6567,P17,black,6,profile,38,1,sale,1
4,29,27,Poland,6567,P8,black,3,en face,28,1,sale,0
4,29,28,Poland,6567,P8,black,3,en face,28,1,sale,0
4,29,29,Poland,6567,A17,black,6,en face,62,1,trousers,1
4,29,30,Poland,6567,A18,brown,6,en face,38,1,trousers,0
4,29,31,Poland,6567,A3,blue,1,en face,72,1,trousers,1
4,29,32,Poland,6567,A9,blue,3,en face,82,1,trousers,1
4,29,33,Poland,6567,A10,blue,4,en face,38,1,trousers,0
4,29,34,Poland,6567,A9,blue,3,en face,82,1,trousers,1
4,29,35,Poland,6567,C18,of many colors,6,en face,48,1,blouses,1
4,29,36,Poland,6567,C10,of many colors,4,profile,28,1,blouses,0
4,29,37,Poland,6567,C4,brown,2,en face,48,1,blouses,1
4,29,38,Poland,6567,C11,green,4,en face,33,1,blouses,0
4,29,39,Poland,6567,A4,blue,2,profile,38,1,trousers,0
4,29,40,Poland,6567,A11,blue,4,en face,62,1,trousers,1
4,29,1,Poland,6568,C5,pink,2,en face,48,1,blouses,1
4,29,2,Poland,6568,C6,gray,2,en face,33,1,blouses,0
4,29,3,Poland,6568,C7,violet,3,en face,48,1,blouses,1
4,29,4,Poland,6568,C8,black,3,profile,48,1,blouses,1
4,29,5,Poland,6568,C9,gray,3,en face,48,1,blouses,1
4,29,6,Poland,6568,C29,gray,4,profile,52,2,blouses,1
4,29,7,Poland,6568,C51,gray,5,en face,20,3,blouses,0
4,29,8,Poland,6568,C41,violet,2,en face,28,3,blouses,0
4,29,1,Czech Republic,6569,A6,blue,2,en face,43,1,trousers,0
4,29,2,Czech Republic,6569,A8,blue,3,en face,62,1,trousers,1
4,29,3,Czech Republic,6569,A9,blue,3,en face,82,1,trousers,1
4,29,4,Czech Republic,6569,A2,blue,1,en face,43,1,trousers,0
4,29,5,Czech Republic,6569,A2,blue,1,en face,43,1,trousers,0
4,29,6,Czech Republic,6569,A3,blue,1,en face,72,1,trousers,1
4,29,7,Czech Republic,6569,A5,blue,2,en face,43,1,trousers,0
4,29,8,Czech Republic,6569,A7,blue,3,en face,43,1,trousers,0
4,29,9,Czech Republic,6569,A7,blue,3,en face,43,1,trousers,0
4,29,10,Czech Republic,6569,A10,blue,4,en face,38,1,trousers,0
4,29,11,Czech Republic,6569,A10,blue,4,en face,38,1,trousers,0
4,29,12,Czech Republic,6569,A11,blue,4,en face,62,1,trousers,1
4,29,13,Czech Republic,6569,A11,blue,4,en face,62,1,trousers,1
4,29,14,Czech Republic,6569,A12,black,4,en face,38,1,trousers,0
4,29,15,Czech Republic,6569,A9,blue,3,en face,82,1,trousers,1
4,29,16,Czech Republic,6569,A9,blue,3,en face,82,1,trousers,1
4,29,17,Czech Republic,6569,C34,green,6,en face,48,2,blouses,1
4,29,18,Czech Republic,6569,C34,green,6,en face,48,2,blouses,1
4,29,19,Czech Republic,6569,C32,black,5,en face,33,2,blouses,0
4,29,20,Czech Republic,6569,C40,white,2,profile,28,3,blouses,0
4,29,21,Czech Republic,6569,C48,gray,4,en face,28,3,blouses,0
4,29,22,Czech Republic,6569,C51,gray,5,en face,20,3,blouses,0
4,29,23,Czech Republic,6569,C9,gray,3,en face,48,1,blouses,1
4,29,24,Czech Republic,6569,C18,of many colors,6,en face,48,1,blouses,1
4,29,25,Czech Republic,6569,C29,gray,4,profile,52,2,blouses,1
4,29,26,Czech Republic,6569,C30,black,4,profile,28,2,blouses,0
4,29,27,Czech Republic,6569,C33,white,5,en face,48,2,blouses,1
4,29,28,Czech Republic,6569,C34,green,6,en face,48,2,blouses,1
4,29,29,Czech Republic,6569,C36,white,6,en face,43,2,blouses,1
4,29,30,Czech Republic,6569,C38,violet,1,en face,38,3,blouses,0
4,29,31,Czech Republic,6569,C44,white,3,en face,55,3,blouses,1
4,29,32,Czech Republic,6569,C48,gray,4,en face,28,3,blouses,0
4,29,33,Czech Republic,6569,C46,black,4,en face,48,3,blouses,1
4,29,34,Czech Republic,6569,B34,black,6,en face,48,2,skirts,0
4,29,1,Lithuania,6570,P13,brown,5,en face,38,1,sale,1
4,29,1,Czech Republic,6571,A10,blue,4,en face,38,1,trousers,0
4,29,2,Czech Republic,6571,C2,red,1,en face,43,1,blouses,1
4,29,3,Czech Republic,6571,C10,of many colors,4,profile,28,1,blouses,0
4,29,4,Czech Republic,6571,C38,violet,1,en face,38,3,blouses,0
4,29,5,Czech Republic,6571,C49,brown,5,profile,26,3,blouses,0
4,29,6,Czech Republic,6571,B17,gray,6,profile,38,1,skirts,0
4,29,7,Czech Republic,6571,B15,of many colors,5,en face,38,1,skirts,0
4,29,8,Czech Republic,6571,B16,red,6,en face,52,1,skirts,1
4,29,9,Czech Republic,6571,B15,of many colors,5,en face,38,1,skirts,0
4,29,10,Czech Republic,6571,A38,gray,1,en face,62,3,trousers,1
4,29,11,Czech Republic,6571,A20,black,1,profile,38,2,trousers,0
4,29,12,Czech Republic,6571,A19,red,1,profile,33,2,trousers,0
4,29,13,Czech Republic,6571,B12,black,4,en face,38,1,skirts,0
4,29,14,Czech Republic,6571,B1,brown,1,en face,57,1,skirts,1
4,29,15,Czech Republic,6571,B14,black,5,en face,62,1,skirts,1
4,29,16,Czech Republic,6571,B11,black,4,en face,43,1,skirts,0
4,29,17,Czech Republic,6571,B15,of many colors,5,en face,38,1,skirts,0
4,29,18,Czech Republic,6571,B26,violet,3,en face,57,2,skirts,1
4,29,19,Czech Republic,6571,B19,violet,1,en face,38,2,skirts,0
4,29,20,Czech Republic,6571,B33,gray,5,profile,33,2,skirts,0
4,29,21,Czech Republic,6571,B23,green,2,en face,38,2,skirts,0
4,29,22,Czech Republic,6571,B15,of many colors,5,en face,38,1,skirts,0
4,29,23,Czech Republic,6571,C1,brown,1,profile,28,1,blouses,0
4,29,24,Czech Republic,6571,C12,white,4,en face,43,1,blouses,1
4,29,25,Czech Republic,6571,C17,white,6,en face,48,1,blouses,1
4,29,26,Czech Republic,6571,C10,of many colors,4,profile,28,1,blouses,0
4,29,27,Czech Republic,6571,C7,violet,3,en face,48,1,blouses,1
4,29,28,Czech Republic,6571,C2,red,1,en face,43,1,blouses,1
4,29,29,Czech Republic,6571,C23,blue,2,en face,43,2,blouses,1
4,29,30,Czech Republic,6571,C29,gray,4,profile,52,2,blouses,1
4,29,31,Czech Republic,6571,C35,of many colors,6,en face,50,2,blouses,1
4,29,32,Czech Republic,6571,C54,white,6,en face,57,3,blouses,1
4,29,33,Czech Republic,6571,C38,violet,1,en face,38,3,blouses,0
4,29,34,Czech Republic,6571,C48,gray,4,en face,28,3,blouses,0
4,29,35,Czech Republic,6571,C57,burgundy,1,profile,33,4,blouses,0
4,29,36,Czech Republic,6571,C39,gray,1,en face,77,3,blouses,1
4,29,37,Czech Republic,6571,C46,black,4,en face,48,3,blouses,1
4,29,38,Czech Republic,6571,A13,beige,5,en face,28,1,trousers,0
4,29,39,Czech Republic,6571,A4,blue,2,profile,38,1,trousers,0
4,29,40,Czech Republic,6571,A23,gray,2,profile,33,2,trousers,0
4,29,41,Czech Republic,6571,B15,of many colors,5,en face,38,1,skirts,0
4,29,42,Czech Republic,6571,B19,violet,1,en face,38,2,skirts,0
4,29,43,Czech Republic,6571,C3,gray,1,profile,23,1,blouses,0
4,29,44,Czech Republic,6571,C10,of many colors,4,profile,28,1,blouses,0
4,29,45,Czech Republic,6571,C17,white,6,en face,48,1,blouses,1
4,29,46,Czech Republic,6571,C23,blue,2,en face,43,2,blouses,1
4,29,47,Czech Republic,6571,C38,violet,1,en face,38,3,blouses,0
4,29,48,Czech Republic,6571,C38,violet,1,en face,38,3,blouses,0
4,29,49,Czech Republic,6571,C48,gray,4,en face,28,3,blouses,0
4,29,50,Czech Republic,6571,C59,burgundy,2,profile,52,4,blouses,1
4,29,51,Czech Republic,6571,C48,gray,4,en face,28,3,blouses,0
4,29,52,Czech Republic,6571,C28,black,4,profile,48,2,blouses,1
4,29,53,Czech Republic,6571,C22,pink,2,profile,43,2,blouses,1
4,29,54,Czech Republic,6571,C35,of many colors,6,en face,50,2,blouses,1
4,29,55,Czech Republic,6571,C25,black,3,en face,33,2,blouses,0
4,29,56,Czech Republic,6571,C4,brown,2,en face,48,1,blouses,1
4,29,57,Czech Republic,6571,B15,of many colors,5,en face,38,1,skirts,0
4,29,58,Czech Republic,6571,B1,brown,1,en face,57,1,skirts,1
4,29,59,Czech Republic,6571,B16,red,6,en face,52,1,skirts,1
4,29,60,Czech Republic,6571,C1,brown,1,profile,28,1,blouses,0
4,29,61,Czech Republic,6571,C3,gray,1,profile,23,1,blouses,0
4,29,62,Czech Republic,6571,C17,white,6,en face,48,1,blouses,1
4,29,63,Czech Republic,6571,C25,black,3,en face,33,2,blouses,0
4,29,64,Czech Republic,6571,C32,black,5,en face,33,2,blouses,0
4,29,65,Czech Republic,6571,C38,violet,1,en face,38,3,blouses,0
4,29,66,Czech Republic,6571,C48,gray,4,en face,28,3,blouses,0
4,29,67,Czech Republic,6571,C45,pink,3,en face,55,3,blouses,1
4,29,68,Czech Republic,6571,C54,white,6,en face,57,3,blouses,1
4,29,69,Czech Republic,6571,C57,burgundy,1,profile,33,4,blouses,0
4,29,70,Czech Republic,6571,A10,blue,4,en face,38,1,trousers,0
4,29,1,Poland,6572,B15,of many colors,5,en face,38,1,skirts,0
4,29,2,Poland,6572,A4,blue,2,profile,38,1,trousers,0
4,29,3,Poland,6572,P19,black,1,en face,48,2,sale,1
4,29,4,Poland,6572,P19,black,1,en face,48,2,sale,1
4,29,5,Poland,6572,P19,black,1,en face,48,2,sale,1
4,29,1,Czech Republic,6573,A1,navy blue,1,en face,28,1,trousers,0
4,29,2,Czech Republic,6573,A3,blue,1,en face,72,1,trousers,1
4,29,3,Czech Republic,6573,A2,blue,1,en face,43,1,trousers,0
4,29,4,Czech Republic,6573,A5,blue,2,en face,43,1,trousers,0
4,29,5,Czech Republic,6573,A6,blue,2,en face,43,1,trousers,0
4,29,6,Czech Republic,6573,A8,blue,3,en face,62,1,trousers,1
4,29,7,Czech Republic,6573,A10,blue,4,en face,38,1,trousers,0
4,29,8,Czech Republic,6573,C14,of many colors,5,en face,23,1,blouses,0
4,29,9,Czech Republic,6573,C13,of many colors,5,en face,48,1,blouses,1
4,29,10,Czech Republic,6573,C5,pink,2,en face,48,1,blouses,1
4,29,11,Czech Republic,6573,C1,brown,1,profile,28,1,blouses,0
4,29,12,Czech Republic,6573,A10,blue,4,en face,38,1,trousers,0
4,29,13,Czech Republic,6573,A9,blue,3,en face,82,1,trousers,1
4,29,14,Czech Republic,6573,A12,black,4,en face,38,1,trousers,0
4,29,15,Czech Republic,6573,A5,blue,2,en face,43,1,trousers,0
4,29,1,Czech Republic,6574,A10,blue,4,en face,38,1,trousers,0
4,29,2,Czech Republic,6574,A11,blue,4,en face,62,1,trousers,1
4,29,3,Czech Republic,6574,A11,blue,4,en face,62,1,trousers,1
4,29,4,Czech Republic,6574,A1,navy blue,1,en face,28,1,trousers,0
4,29,5,Czech Republic,6574,A2,blue,1,en face,43,1,trousers,0
4,29,6,Czech Republic,6574,A2,blue,1,en face,43,1,trousers,0
4,29,7,Czech Republic,6574,A3,blue,1,en face,72,1,trousers,1
4,29,8,Czech Republic,6574,A4,blue,2,profile,38,1,trousers,0
4,29,9,Czech Republic,6574,A5,blue,2,en face,43,1,trousers,0
4,29,10,Czech Republic,6574,A6,blue,2,en face,43,1,trousers,0
4,29,11,Czech Republic,6574,A7,blue,3,en face,43,1,trousers,0
4,29,12,Czech Republic,6574,A9,blue,3,en face,82,1,trousers,1
4,29,13,Czech Republic,6574,A10,blue,4,en face,38,1,trousers,0
4,29,14,Czech Republic,6574,A11,blue,4,en face,62,1,trousers,1
4,29,15,Czech Republic,6574,A13,beige,5,en face,28,1,trousers,0
4,29,16,Czech Republic,6574,A12,black,4,en face,38,1,trousers,0
4,29,17,Czech Republic,6574,A14,blue,5,en face,60,1,trousers,1
4,29,18,Czech Republic,6574,A15,white,5,profile,33,1,trousers,0
4,29,19,Czech Republic,6574,A31,gray,5,profile,62,2,trousers,1
4,29,20,Czech Republic,6574,A35,white,6,profile,33,2,trousers,0
4,29,21,Czech Republic,6574,A27,blue,3,en face,55,2,trousers,1
4,29,22,Czech Republic,6574,A28,beige,4,profile,43,2,trousers,0
4,29,23,Czech Republic,6574,A19,red,1,profile,33,2,trousers,0
4,29,24,Czech Republic,6574,A21,beige,1,en face,62,2,trousers,1
4,29,25,Czech Republic,6574,A2,blue,1,en face,43,1,trousers,0
4,29,26,Czech Republic,6574,B2,blue,1,profile,57,1,skirts,1
4,29,27,Czech Republic,6574,B3,red,1,en face,52,1,skirts,1
4,29,28,Czech Republic,6574,B8,brown,3,profile,52,1,skirts,1
4,29,29,Czech Republic,6574,B10,black,4,en face,67,1,skirts,1
4,29,30,Czech Republic,6574,B13,red,5,profile,62,1,skirts,1
4,29,31,Czech Republic,6574,B17,gray,6,profile,38,1,skirts,0
4,29,32,Czech Republic,6574,C17,white,6,en face,48,1,blouses,1
4,29,33,Czech Republic,6574,C33,white,5,en face,48,2,blouses,1
4,29,34,Czech Republic,6574,C23,blue,2,en face,43,2,blouses,1
4,29,35,Czech Republic,6574,C27,pink,3,en face,48,2,blouses,1
4,29,36,Czech Republic,6574,C41,violet,2,en face,28,3,blouses,0
4,29,1,Poland,6575,B12,black,4,en face,38,1,skirts,0
4,29,2,Poland,6575,B10,black,4,en face,67,1,skirts,1
4,29,3,Poland,6575,B15,of many colors,5,en face,38,1,skirts,0
4,29,1,Poland,6576,C21,white,1,en face,57,2,blouses,1
4,29,1,Poland,6577,C5,pink,2,en face,48,1,blouses,1
4,29,2,Poland,6577,C53,white,6,en face,38,3,blouses,0
4,29,3,Poland,6577,C30,black,4,profile,28,2,blouses,0
4,29,4,Poland,6577,B24,pink,2,en face,57,2,skirts,1
4,29,1,Poland,6578,A4,blue,2,profile,38,1,trousers,0
4,29,2,Poland,6578,A4,blue,2,profile,38,1,trousers,0
4,29,1,Poland,6579,B16,red,6,en face,52,1,skirts,1
4,29,2,Poland,6579,B17,gray,6,profile,38,1,skirts,0
4,29,3,Poland,6579,A15,white,5,profile,33,1,trousers,0
4,29,1,Poland,6580,A28,beige,4,profile,43,2,trousers,0
4,29,2,Poland,6580,A31,gray,5,profile,62,2,trousers,1
4,29,3,Poland,6580,A27,blue,3,en face,55,2,trousers,1
4,29,4,Poland,6580,C5,pink,2,en face,48,1,blouses,1
4,29,5,Poland,6580,C36,white,6,en face,43,2,blouses,1
4,29,6,Poland,6580,C16,violet,6,en face,28,1,blouses,0
4,29,1,Poland,6581,A17,black,6,en face,62,1,trousers,1
4,29,1,Poland,6582,A1,navy blue,1,en face,28,1,trousers,0
4,29,2,Poland,6582,A2,blue,1,en face,43,1,trousers,0
4,29,3,Poland,6582,A3,blue,1,en face,72,1,trousers,1
4,29,4,Poland,6582,A5,blue,2,en face,43,1,trousers,0
4,29,5,Poland,6582,A6,blue,2,en face,43,1,trousers,0
4,29,6,Poland,6582,A9,blue,3,en face,82,1,trousers,1
4,29,7,Poland,6582,A10,blue,4,en face,38,1,trousers,0
4,29,8,Poland,6582,A10,blue,4,en face,38,1,trousers,0
4,29,9,Poland,6582,A32,black,5,en face,38,2,trousers,0
4,29,10,Poland,6582,P4,brown,2,en face,38,1,sale,1
4,29,11,Poland,6582,P1,blue,1,en face,38,1,sale,1
4,29,12,Poland,6582,P2,blue,1,en face,28,1,sale,0
4,29,1,Poland,6583,C23,blue,2,en face,43,2,blouses,1
4,29,2,Poland,6583,A26,black,3,en face,38,2,trousers,0
4,29,1,Poland,6584,B12,black,4,en face,38,1,skirts,0
4,29,2,Poland,6584,P11,brown,4,profile,38,1,sale,1
4,29,3,Poland,6584,P81,brown,3,profile,43,5,sale,1
4,29,1,Poland,6585,B4,olive,2,en face,52,1,skirts,1
4,29,1,Poland,6586,P12,brown,4,en face,33,1,sale,0
4,29,2,Poland,6586,P60,white,2,en face,28,4,sale,0
4,29,1,Poland,6587,C5,pink,2,en face,48,1,blouses,1
4,29,2,Poland,6587,C7,violet,3,en face,48,1,blouses,1
4,29,3,Poland,6587,C12,white,4,en face,43,1,blouses,1
4,29,4,Poland,6587,C13,of many colors,5,en face,48,1,blouses,1
4,29,5,Poland,6587,C14,of many colors,5,en face,23,1,blouses,0
